Timestep,Primary Energy Factor kWh/kWh delivered,Emissions Factor kgCO2e/kWh,Emissions Factor kgCO2e/kWh including out-of-scope emissions
7042,2.068343204,0.111379241,0.111379241
7043,2.168692321,0.113869649,0.113869649
7044,2.19367205,0.111337656,0.111337656
7045,2.24720818,0.118550829,0.118550829
7046,2.37939139,0.122110212,0.122110212
7047,2.47189033,0.125354938,0.125354938
7048,2.395545169,0.100970091,0.100970091
7049,2.407483778,0.112755639,0.112755639
7050,2.476258152,0.121565114,0.121565114
7051,2.356159749,0.094741961,0.094741961
7052,2.307821323,0.099797853,0.099797853
7053,2.309639178,0.106267365,0.106267365
7054,2.313763704,0.102182652,0.102182652
7055,2.314267052,0.101606439,0.101606439
7056,2.309730674,0.097961852,0.097961852
7057,2.282578141,0.098306386,0.098306386
7058,2.247432732,0.098905409,0.098905409
7059,2.185405387,0.099966222,0.099966222
7060,2.134279876,0.108406485,0.108406485
7061,2.219940409,0.10611993,0.10611993
7062,2.339066362,0.121465698,0.121465698
7063,2.360210318,0.110373002,0.110373002
7064,2.416879309,0.112050888,0.112050888
7065,2.505837678,0.107750704,0.107750704
7066,2.59073503,0.111953357,0.111953357
7067,2.671142326,0.120018565,0.120018565
7068,2.685540101,0.140534691,0.140534691
7069,2.689163902,0.126846958,0.126846958
7070,2.587722541,0.119359264,0.119359264
7071,2.576278098,0.114453189,0.114453189
7072,2.414057858,0.117521805,0.117521805
7073,2.265084951,0.103991959,0.103991959
7074,2.197120203,0.103834426,0.103834426
7075,2.155234303,0.097645341,0.097645341
7076,2.184683029,0.101803948,0.101803948
7077,2.149280485,0.102112626,0.102112626
7078,2.121950125,0.096556478,0.096556478
7079,2.076577279,0.092967444,0.092967444
7080,1.96295964,0.10237378,0.10237378
7081,1.878296498,0.092520302,0.092520302
7082,1.782488301,0.092821724,0.092821724
7083,1.802841037,0.095894607,0.095894607
7084,1.799791775,0.095888155,0.095888155
7085,1.80186571,0.097155354,0.097155354
7086,1.869461799,0.104883049,0.104883049
7087,1.887698803,0.107447327,0.107447327
7088,1.908604018,0.110052324,0.110052324
7089,1.963742927,0.117739282,0.117739282
7090,1.978217375,0.120107501,0.120107501
7091,1.971312808,0.118289911,0.118289911
7092,2.006123473,0.121481225,0.121481225
7093,2.033600048,0.123953735,0.123953735
7094,2.059371615,0.127544916,0.127544916
7095,2.143272158,0.132794475,0.132794475
7096,2.166598575,0.110756215,0.110756215
7097,2.132659391,0.11240064,0.11240064
7098,2.125553151,0.109730797,0.109730797
7099,2.184935811,0.11344609,0.11344609
7100,2.073505324,0.099475203,0.099475203
7101,2.052289331,0.100198626,0.100198626
7102,1.940697777,0.09278468,0.09278468
7103,1.900106609,0.090159375,0.090159375
7104,1.835119098,0.078828122,0.078828122
7105,1.827543209,0.079182336,0.079182336
7106,1.763582008,0.072207641,0.072207641
7107,1.785182214,0.073860593,0.073860593
7108,1.64581165,0.056848647,0.056848647
7109,1.728030642,0.067322611,0.067322611
7110,1.77104339,0.075132807,0.075132807
7111,1.787247645,0.077534851,0.077534851
7112,1.717859872,0.069613229,0.069613229
7113,1.694464147,0.06706403,0.06706403
7114,1.689826486,0.068731854,0.068731854
7115,1.769925481,0.079142228,0.079142228
7116,1.76753807,0.080541944,0.080541944
7117,1.788882737,0.084673644,0.084673644
7118,1.812421578,0.088192452,0.088192452
7119,1.833503237,0.090095433,0.090095433
7120,1.80465783,0.087464387,0.087464387
7121,1.821099338,0.089183463,0.089183463
7122,1.796777772,0.087092119,0.087092119
7123,1.727011245,0.079022494,0.079022494
7124,1.757618884,0.084211655,0.084211655
7125,1.71387178,0.080053289,0.080053289
7126,1.689196571,0.078664054,0.078664054
7127,1.638862794,0.071983121,0.071983121
7128,1.629059559,0.071619547,0.071619547
7129,1.573986965,0.066086982,0.066086982
7130,1.714972667,0.080092888,0.080092888
7131,1.674948671,0.074380889,0.074380889
7132,1.785635343,0.086470772,0.086470772
7133,1.813992616,0.088895421,0.088895421
7134,1.788139306,0.086436496,0.086436496
7135,1.808220908,0.088617972,0.088617972
7136,1.788858762,0.086648058,0.086648058
7137,1.833937104,0.092389999,0.092389999
7138,1.865110829,0.096259758,0.096259758
7139,1.954737725,0.10563572,0.10563572
7140,1.995088503,0.10917596,0.10917596
7141,2.015260163,0.110278952,0.110278952
7142,2.066523369,0.109949606,0.109949606
7143,2.246765838,0.099272804,0.099272804
7144,2.216215852,0.092384962,0.092384962
7145,2.129182176,0.090724407,0.090724407
7146,1.85365514,0.086549566,0.086549566
7147,1.865319633,0.087097621,0.087097621
7148,1.782690472,0.080813108,0.080813108
7149,1.761265871,0.077345351,0.077345351
7150,1.713498358,0.070270709,0.070270709
7151,1.685729489,0.067033628,0.067033628
7152,1.692094917,0.06809436,0.06809436
7153,1.677633576,0.066890812,0.066890812
7154,1.660375221,0.066152046,0.066152046
7155,1.658208544,0.06595095,0.06595095
7156,1.648071276,0.065758804,0.065758804
7157,1.626687824,0.06078249,0.06078249
7158,1.641877538,0.063602575,0.063602575
7159,1.69839468,0.069682844,0.069682844
7160,1.72287268,0.073199271,0.073199271
7161,1.759277811,0.078686993,0.078686993
7162,1.876879262,0.093120063,0.093120063
7163,2.109873248,0.099206074,0.099206074
7164,2.223514753,0.097643162,0.097643162
7165,2.217790991,0.100011493,0.100011493
7166,2.223111329,0.096641072,0.096641072
7167,2.207192429,0.095851661,0.095851661
7168,2.227555895,0.093048308,0.093048308
7169,2.202496679,0.087826367,0.087826367
7170,2.063062828,0.079259628,0.079259628
7171,2.177450587,0.08483665,0.08483665
7172,2.222611809,0.07264467,0.07264467
7173,2.102219724,0.067905583,0.067905583
7174,1.982662687,0.067262021,0.067262021
7175,1.931408543,0.071920957,0.071920957
7176,1.887808772,0.070298621,0.070298621
7177,1.751378305,0.061426201,0.061426201
7178,1.591029276,0.061732179,0.061732179
7179,1.520512377,0.053330494,0.053330494
7180,1.543513434,0.054642052,0.054642052
7181,1.523835906,0.054651622,0.054651622
7182,1.558881719,0.063045572,0.063045572
7183,1.610347413,0.072307606,0.072307606
7184,1.621150466,0.076498484,0.076498484
7185,1.61180472,0.07562239,0.07562239
7186,1.623575724,0.07711528,0.07711528
7187,1.661991561,0.081106655,0.081106655
7188,1.681376499,0.085663534,0.085663534
7189,1.677414282,0.086033009,0.086033009
7190,1.645239112,0.082356686,0.082356686
7191,1.642744018,0.083416129,0.083416129
7192,1.681378175,0.089800327,0.089800327
7193,1.678576302,0.089517955,0.089517955
7194,1.697303082,0.090411425,0.090411425
7195,1.667165086,0.080601741,0.080601741
7196,1.681765347,0.076676157,0.076676157
7197,1.723892623,0.078118636,0.078118636
7198,1.732738861,0.076639086,0.076639086
7199,1.770115639,0.078395065,0.078395065
7200,1.787836654,0.082718763,0.082718763
7201,1.840310761,0.089585953,0.089585953
7202,1.840830667,0.091776834,0.091776834
7203,1.86977344,0.096046046,0.096046046
7204,1.831830539,0.091434263,0.091434263
7205,1.797136194,0.090743034,0.090743034
7206,1.789715072,0.090580051,0.090580051
7207,1.828948122,0.09644338,0.09644338
7208,1.911514393,0.106046891,0.106046891
7209,1.845249053,0.098246867,0.098246867
7210,1.925235362,0.110226879,0.110226879
7211,1.828100548,0.101593105,0.101593105
7212,1.867483117,0.108434691,0.108434691
7213,1.904089332,0.101794999,0.101794999
7214,1.990284453,0.10404742,0.10404742
7215,1.91849112,0.095323494,0.095323494
7216,1.920491696,0.099584579,0.099584579
7217,1.944624223,0.095665636,0.095665636
7218,1.909076522,0.099498757,0.099498757
7219,1.855643524,0.104682472,0.104682472
7220,1.846907668,0.109595352,0.109595352
7221,1.899770677,0.115195842,0.115195842
7222,1.953172726,0.121902181,0.121902181
7223,1.925098408,0.111489484,0.111489484
7224,1.904600444,0.096829455,0.096829455
7225,1.823962117,0.099450844,0.099450844
7226,1.777287562,0.089236442,0.089236442
7227,1.776723312,0.093124924,0.093124924
7228,1.873430076,0.099220422,0.099220422
7229,1.896893914,0.104422613,0.104422613
7230,1.903543272,0.111437665,0.111437665
7231,1.910209171,0.112838965,0.112838965
7232,1.874772208,0.108644347,0.108644347
7233,1.951872676,0.116124612,0.116124612
7234,1.973773884,0.119210734,0.119210734
7235,1.979143446,0.117240139,0.117240139
7236,1.941658475,0.113611252,0.113611252
7237,1.860276565,0.105912463,0.105912463
7238,1.851680276,0.104669422,0.104669422
7239,1.767989013,0.096415754,0.096415754
7240,1.817806851,0.09961517,0.09961517
7241,1.783658341,0.094329626,0.094329626
7242,1.806894308,0.093818187,0.093818187
7243,1.875324575,0.099029645,0.099029645
7244,1.830084251,0.086735525,0.086735525
7245,1.838143973,0.084651865,0.084651865
7246,1.872681266,0.087201996,0.087201996
7247,1.875247446,0.084686708,0.084686708
7248,1.87329812,0.087051393,0.087051393
7249,1.893969604,0.088792796,0.088792796
7250,1.905952299,0.08925305,0.08925305
7251,1.891457481,0.086158746,0.086158746
7252,1.889616811,0.080646404,0.080646404
7253,2.013175748,0.068799134,0.068799134
7254,2.052520415,0.074017404,0.074017404
7255,1.96063702,0.073393663,0.073393663
7256,1.991001599,0.073307015,0.073307015
7257,1.915609266,0.069955072,0.069955072
7258,1.992311134,0.069630573,0.069630573
7259,2.005678071,0.072503203,0.072503203
7260,2.075654334,0.07579734,0.07579734
7261,2.090979015,0.076010926,0.076010926
7262,2.099264033,0.076041703,0.076041703
7263,2.050804127,0.077140846,0.077140846
7264,2.109558164,0.071141088,0.071141088
7265,1.996748277,0.067192281,0.067192281
7266,1.990190702,0.066568999,0.066568999
7267,1.939140898,0.062411543,0.062411543
7268,1.837846901,0.056956195,0.056956195
7269,1.695131524,0.052974677,0.052974677
7270,1.614846027,0.054599561,0.054599561
7271,1.644169288,0.052848113,0.052848113
7272,1.69354819,0.052068049,0.052068049
7273,1.64794215,0.053972625,0.053972625
7274,1.625252018,0.049035329,0.049035329
7275,1.601085944,0.045970469,0.045970469
7276,1.488140756,0.042639882,0.042639882
7277,1.498933997,0.043101717,0.043101717
7278,1.625564996,0.050022624,0.050022624
7279,1.680455138,0.051774226,0.051774226
7280,1.759483568,0.054775136,0.054775136
7281,1.781090909,0.054963685,0.054963685
7282,1.84583188,0.055894783,0.055894783
7283,1.886808281,0.053952204,0.053952204
7284,2.029901971,0.059368995,0.059368995
7285,2.075989661,0.06126764,0.06126764
7286,2.206858324,0.06377326,0.06377326
7287,2.130461746,0.066220992,0.066220992
7288,2.076818908,0.070697725,0.070697725
7289,2.030376397,0.066019452,0.066019452
7290,2.042945677,0.068220211,0.068220211
7291,2.035863301,0.068469974,0.068469974
7292,2.176734035,0.077419637,0.077419637
7293,2.179734768,0.076711966,0.076711966
7294,2.197456334,0.086243549,0.086243549
7295,2.154982306,0.084107186,0.084107186
7296,2.296541423,0.091493799,0.091493799
7297,2.273765394,0.091240633,0.091240633
7298,2.346484812,0.092139179,0.092139179
7299,2.387744852,0.086863405,0.086863405
7300,2.554109977,0.091368798,0.091368798
7301,2.513386473,0.088448501,0.088448501
7302,2.47888793,0.087796471,0.087796471
7303,2.475723057,0.090023162,0.090023162
7304,2.419091569,0.089519042,0.089519042
7305,2.448850103,0.08333458,0.08333458
7306,2.472155117,0.078577725,0.078577725
7307,2.487741532,0.07702562,0.07702562
7308,2.468676006,0.07781147,0.07781147
7309,2.447081005,0.077330884,0.077330884
7310,2.368679522,0.076340173,0.076340173
7311,2.291630001,0.081847567,0.081847567
7312,2.250565951,0.084908147,0.084908147
7313,2.193407528,0.085081975,0.085081975
7314,2.181193046,0.082117797,0.082117797
7315,2.19187766,0.081123907,0.081123907
7316,2.177378427,0.079502716,0.079502716
7317,2.121307493,0.076638077,0.076638077
7318,2.072822652,0.075159155,0.075159155
7319,2.085072826,0.072385383,0.072385383
7320,2.048799644,0.073516786,0.073516786
7321,2.094095205,0.076334559,0.076334559
7322,2.036829412,0.081815965,0.081815965
7323,1.966215558,0.084235768,0.084235768
7324,2.011374486,0.091584282,0.091584282
7325,2.039591855,0.096095177,0.096095177
7326,2.113795969,0.102176196,0.102176196
7327,2.222239193,0.103843982,0.103843982
7328,2.287471042,0.106105977,0.106105977
7329,2.334661473,0.109138322,0.109138322
7330,2.352886981,0.114484224,0.114484224
7331,2.45100538,0.119665996,0.119665996
7332,2.525730534,0.121310785,0.121310785
7333,2.590798963,0.124017261,0.124017261
7334,2.646801565,0.124363564,0.124363564
7335,2.650408134,0.124061858,0.124061858
7336,2.628253512,0.124845122,0.124845122
7337,2.621728048,0.122247205,0.122247205
7338,2.607262848,0.121223987,0.121223987
7339,2.593055702,0.116185151,0.116185151
7340,2.614692244,0.106270368,0.106270368
7341,2.618874586,0.10451673,0.10451673
7342,2.604756727,0.103186365,0.103186365
7343,2.613613198,0.09956078,0.09956078
7344,2.618708593,0.100999873,0.100999873
7345,2.627179322,0.101997701,0.101997701
7346,2.650527742,0.105276599,0.105276599
7347,2.690928277,0.103799695,0.103799695
7348,2.729894821,0.108980968,0.108980968
7349,2.781472864,0.109906732,0.109906732
7350,2.799314008,0.110377361,0.110377361
7351,2.824166779,0.108330541,0.108330541
7352,2.82640464,0.109565701,0.109565701
7353,2.824632965,0.107151011,0.107151011
7354,2.854699284,0.10245517,0.10245517
7355,2.805959354,0.099626035,0.099626035
7356,2.736510164,0.098832257,0.098832257
7357,2.703541502,0.094850133,0.094850133
7358,2.650932843,0.084911897,0.084911897
7359,2.580439203,0.081117795,0.081117795
7360,2.517295985,0.076462381,0.076462381
7361,2.466178596,0.074511351,0.074511351
7362,2.42040659,0.070625252,0.070625252
7363,2.327932713,0.068534192,0.068534192
7364,2.313825458,0.067341963,0.067341963
7365,2.298103036,0.065143005,0.065143005
7366,2.285211114,0.060695398,0.060695398
7367,2.23979248,0.062929341,0.062929341
7368,2.24938242,0.060632831,0.060632831
7369,2.2835967,0.057531184,0.057531184
7370,2.309548074,0.058196072,0.058196072
7371,2.308527146,0.060278745,0.060278745
7372,2.305460608,0.062213597,0.062213597
7373,2.313623346,0.063327723,0.063327723
7374,2.335293443,0.068127957,0.068127957
7375,2.36741963,0.073956228,0.073956228
7376,2.415291575,0.07652482,0.07652482
7377,2.421051404,0.080141942,0.080141942
7378,2.445431826,0.085828848,0.085828848
7379,2.518668287,0.093363687,0.093363687
7380,2.563434481,0.094746225,0.094746225
7381,2.589905313,0.093922217,0.093922217
7382,2.641702997,0.093306742,0.093306742
7383,2.674857363,0.096712485,0.096712485
7384,2.696354094,0.101087147,0.101087147
7385,2.688771042,0.10256792,0.10256792
7386,2.677161273,0.103610168,0.103610168
7387,2.733324556,0.100115307,0.100115307
7388,2.416514947,0.094518656,0.094518656
7389,2.433109237,0.092426876,0.092426876
7390,2.321344015,0.090900198,0.090900198
7391,2.257209528,0.087464494,0.087464494
7392,2.05994191,0.074704575,0.074704575
7393,1.957964471,0.071771679,0.071771679
7394,1.943675404,0.07298353,0.07298353
7395,2.058562404,0.073126779,0.073126779
7396,1.803136875,0.066769057,0.066769057
7397,1.797295384,0.068666891,0.068666891
7398,1.843962792,0.068025556,0.068025556
7399,1.745078705,0.069466318,0.069466318
7400,1.706562451,0.073631114,0.073631114
7401,1.726587509,0.081748627,0.081748627
7402,1.731001353,0.086146713,0.086146713
7403,1.807416318,0.101749662,0.101749662
7404,1.797795577,0.1043178,0.1043178
7405,2.12419724,0.103590702,0.103590702
7406,1.937285335,0.099012556,0.099012556
7407,1.94663542,0.096102207,0.096102207
7408,1.909357927,0.092897932,0.092897932
7409,1.850260531,0.089334956,0.089334956
7410,1.73019374,0.088129169,0.088129169
7411,1.631113363,0.083930761,0.083930761
7412,1.665016352,0.084617883,0.084617883
7413,1.615710112,0.079240632,0.079240632
7414,1.65171982,0.076922321,0.076922321
7415,1.573546484,0.071787357,0.071787357
7416,1.537468126,0.064741896,0.064741896
7417,1.524564836,0.06246303,0.06246303
7418,1.497610718,0.057917289,0.057917289
7419,1.475156836,0.054166987,0.054166987
7420,1.49335451,0.057957545,0.057957545
7421,1.501910198,0.059535197,0.059535197
7422,1.506818665,0.061605865,0.061605865
7423,1.492111326,0.060182994,0.060182994
7424,1.500774613,0.060804344,0.060804344
7425,1.501551618,0.06090102,0.06090102
7426,1.511085627,0.060893362,0.060893362
7427,1.538406738,0.064605064,0.064605064
7428,1.535084747,0.063756363,0.063756363
7429,1.584671415,0.070757656,0.070757656
7430,1.579224277,0.069736984,0.069736984
7431,1.600678015,0.07100996,0.07100996
7432,1.648551914,0.077760742,0.077760742
7433,1.656739232,0.07840181,0.07840181
7434,1.666784155,0.079334539,0.079334539
7435,1.641616779,0.074634255,0.074634255
7436,1.78498689,0.085953066,0.085953066
7437,1.79759986,0.083525412,0.083525412
7438,1.776300938,0.080137705,0.080137705
7439,1.746387378,0.073199841,0.073199841
7440,1.717760223,0.063849753,0.063849753
7441,1.718399859,0.064529236,0.064529236
7442,1.75554853,0.06664506,0.06664506
7443,1.88624044,0.075429324,0.075429324
7444,1.957401639,0.087453356,0.087453356
7445,2.066719653,0.091423853,0.091423853
7446,2.104472841,0.097471502,0.097471502
7447,2.111417358,0.08878789,0.08878789
7448,2.183157267,0.082540281,0.082540281
7449,2.251333513,0.077523227,0.077523227
7450,2.26309398,0.073465659,0.073465659
7451,2.290009526,0.080125888,0.080125888
7452,2.248550104,0.085957262,0.085957262
7453,2.178060761,0.094418479,0.094418479
7454,2.10325336,0.090345015,0.090345015
7455,2.137735224,0.087381479,0.087381479
7456,2.032026339,0.081079109,0.081079109
7457,1.95893837,0.077803127,0.077803127
7458,1.95566757,0.076337601,0.076337601
7459,1.892866701,0.074455269,0.074455269
7460,1.807518222,0.07195253,0.07195253
7461,1.880250889,0.079966915,0.079966915
7462,1.956568922,0.082570641,0.082570641
7463,2.04429662,0.089592005,0.089592005
7464,2.005838307,0.08528745,0.08528745
7465,1.999679729,0.081057424,0.081057424
7466,2.004789664,0.079345501,0.079345501
7467,2.07783977,0.083376287,0.083376287
7468,2.113907156,0.088819268,0.088819268
7469,2.139832165,0.089104672,0.089104672
7470,2.168392311,0.095222807,0.095222807
7471,2.189322075,0.094603279,0.094603279
7472,2.181641423,0.09284326,0.09284326
7473,2.178930326,0.093094562,0.093094562
7474,2.167064028,0.098768912,0.098768912
7475,2.22275212,0.103643236,0.103643236
7476,2.216839393,0.114965603,0.114965603
7477,2.248381656,0.112658821,0.112658821
7478,2.23882573,0.109866051,0.109866051
7479,2.249680232,0.113235714,0.113235714
7480,2.259966897,0.110099516,0.110099516
7481,2.212848457,0.100259294,0.100259294
7482,2.149469386,0.101962884,0.101962884
7483,2.172251549,0.094321289,0.094321289
7484,2.085912083,0.104286341,0.104286341
7485,2.007733885,0.095247532,0.095247532
7486,1.892507642,0.088496114,0.088496114
7487,1.805073155,0.084425558,0.084425558
7488,1.924574537,0.087595629,0.087595629
7489,1.931736044,0.090756536,0.090756536
7490,2.02692388,0.099303915,0.099303915
7491,2.090122862,0.104147298,0.104147298
7492,2.215055066,0.122225893,0.122225893
7493,2.30378831,0.133020325,0.133020325
7494,2.281062817,0.13159066,0.13159066
7495,2.145027891,0.121398732,0.121398732
7496,2.092345489,0.119573335,0.119573335
7497,2.062636117,0.112753586,0.112753586
7498,2.226781795,0.134086754,0.134086754
7499,2.154530186,0.124007086,0.124007086
7500,2.14207845,0.12278839,0.12278839
7501,2.081188464,0.122206207,0.122206207
7502,2.060762916,0.117259731,0.117259731
7503,1.95654362,0.112359916,0.112359916
7504,2.002716279,0.109940575,0.109940575
7505,1.922525101,0.106437066,0.106437066
7506,1.884725678,0.103841673,0.103841673
7507,1.84757765,0.101467771,0.101467771
7508,1.873041247,0.097059341,0.097059341
7509,1.86812795,0.093510752,0.093510752
7510,1.911905888,0.086420159,0.086420159
7511,1.87080865,0.074453926,0.074453926
7512,1.781083433,0.073366034,0.073366034
7513,1.759011658,0.068642903,0.068642903
7514,1.769311321,0.065341027,0.065341027
7515,1.757205954,0.073892545,0.073892545
7516,1.787616291,0.075448035,0.075448035
7517,1.88564893,0.086914128,0.086914128
7518,1.891119875,0.090872883,0.090872883
7519,2.006019182,0.098114261,0.098114261
7520,2.062729596,0.103656073,0.103656073
7521,2.096754443,0.114063961,0.114063961
7522,2.121902,0.120702294,0.120702294
7523,2.065255446,0.127658981,0.127658981
7524,2.144324267,0.127147558,0.127147558
7525,2.177269366,0.129298127,0.129298127
7526,2.302319971,0.133473572,0.133473572
7527,2.245267862,0.137922813,0.137922813
7528,2.263814781,0.141397,0.141397
7529,2.173357314,0.142897464,0.142897464
7530,2.194194303,0.13055486,0.13055486
7531,2.059814969,0.130878776,0.130878776
7532,2.174845591,0.123270702,0.123270702
7533,2.23056134,0.11987649,0.11987649
7534,2.266494158,0.11232392,0.11232392
7535,2.292506657,0.113093777,0.113093777
7536,2.465391805,0.108334612,0.108334612
7537,2.508425366,0.106074906,0.106074906
7538,2.634786919,0.108679561,0.108679561
7539,2.709200773,0.101810273,0.101810273
7540,2.911570431,0.102699413,0.102699413
7541,2.905149159,0.094626117,0.094626117
7542,2.926274299,0.094483219,0.094483219
7543,2.945677903,0.10038135,0.10038135
7544,2.959659277,0.105515699,0.105515699
7545,2.963390702,0.108251216,0.108251216
7546,2.921686604,0.113165246,0.113165246
7547,2.829557238,0.111306027,0.111306027
7548,2.757365471,0.11551329,0.11551329
7549,2.679199999,0.107624313,0.107624313
7550,2.617476495,0.09739705,0.09739705
7551,2.559249418,0.095260832,0.095260832
7552,2.470160447,0.095340113,0.095340113
7553,2.411814905,0.092583235,0.092583235
7554,2.394092921,0.0971553,0.0971553
7555,2.355178537,0.096269146,0.096269146
7556,2.33348359,0.096225149,0.096225149
7557,2.317626277,0.097586478,0.097586478
7558,2.329658104,0.096627149,0.096627149
7559,2.331407155,0.092457919,0.092457919
7560,2.31003227,0.084572614,0.084572614
7561,2.319345327,0.080441673,0.080441673
7562,2.317599063,0.078061521,0.078061521
7563,2.307850102,0.076594824,0.076594824
7564,2.338321605,0.073109975,0.073109975
7565,2.378386578,0.084255491,0.084255491
7566,2.3974159,0.087581431,0.087581431
7567,2.421684576,0.098058142,0.098058142
7568,2.457557227,0.110307029,0.110307029
7569,2.534397822,0.123108292,0.123108292
7570,2.607112992,0.131850712,0.131850712
7571,2.651795394,0.137104922,0.137104922
7572,2.683389076,0.137864502,0.137864502
7573,2.687202906,0.130364261,0.130364261
7574,2.71219271,0.128883224,0.128883224
7575,2.700416144,0.129623505,0.129623505
7576,2.741706439,0.138384207,0.138384207
7577,2.775217793,0.140164256,0.140164256
7578,2.795700743,0.135807774,0.135807774
7579,2.801748093,0.133779757,0.133779757
7580,2.693289409,0.124515167,0.124515167
7581,2.652374339,0.120378161,0.120378161
7582,2.578604026,0.118530022,0.118530022
7583,2.514879542,0.119136161,0.119136161
7584,2.515974025,0.120570789,0.120570789
7585,2.452783462,0.121062519,0.121062519
7586,2.412411994,0.121172504,0.121172504
7587,2.335517798,0.123291463,0.123291463
7588,2.155681148,0.13872434,0.13872434
7589,2.203987492,0.138345207,0.138345207
7590,2.158370221,0.130008715,0.130008715
7591,2.097109414,0.127351309,0.127351309
7592,2.096474152,0.130519586,0.130519586
7593,2.06641239,0.126662134,0.126662134
7594,2.148990586,0.131220405,0.131220405
7595,2.137022086,0.124206533,0.124206533
7596,2.136674108,0.124469307,0.124469307
7597,2.124951864,0.121674101,0.121674101
7598,2.08965734,0.114598956,0.114598956
7599,2.020163432,0.108050266,0.108050266
7600,1.91999195,0.098586573,0.098586573
7601,1.856859409,0.095787764,0.095787764
7602,1.743757134,0.086648096,0.086648096
7603,1.723523439,0.082035055,0.082035055
7604,1.720524717,0.081035589,0.081035589
7605,1.661481236,0.074124578,0.074124578
7606,1.632980373,0.070746874,0.070746874
7607,1.630738927,0.070780254,0.070780254
7608,1.650812042,0.07406466,0.07406466
7609,1.636310566,0.073035258,0.073035258
7610,1.582914878,0.065139581,0.065139581
7611,1.576910671,0.063537941,0.063537941
7612,1.633224829,0.068674935,0.068674935
7613,1.659342584,0.072803998,0.072803998
7614,1.749774647,0.085816918,0.085816918
7615,1.817537655,0.097584064,0.097584064
7616,1.897298147,0.104915486,0.104915486
7617,1.952575277,0.106730131,0.106730131
7618,2.024975646,0.112137967,0.112137967
7619,2.055896837,0.110430312,0.110430312
7620,2.076803541,0.109142392,0.109142392
7621,2.164438525,0.111654262,0.111654262
7622,2.289363447,0.108054451,0.108054451
7623,2.208371702,0.108280196,0.108280196
7624,2.242187425,0.121367637,0.121367637
7625,2.151823759,0.126589398,0.126589398
7626,2.126423117,0.124921966,0.124921966
7627,2.115217096,0.124309467,0.124309467
7628,2.549832359,0.124492584,0.124492584
7629,2.640487499,0.124779554,0.124779554
7630,2.74482338,0.120445175,0.120445175
7631,2.906356296,0.120371452,0.120371452
7632,3.024437024,0.119418054,0.119418054
7633,3.03694742,0.122536373,0.122536373
7634,3.04471003,0.119314331,0.119314331
7635,3.051103335,0.117032235,0.117032235
7636,3.07863235,0.103365015,0.103365015
7637,3.088343944,0.103929952,0.103929952
7638,3.098556222,0.104654149,0.104654149
7639,3.068084471,0.111624733,0.111624733
7640,3.119243149,0.119616111,0.119616111
7641,3.079965975,0.124540859,0.124540859
7642,3.016730675,0.127204534,0.127204534
7643,3.016198398,0.13316298,0.13316298
7644,2.86423466,0.130892351,0.130892351
7645,2.796460087,0.121782261,0.121782261
7646,2.694552582,0.121398194,0.121398194
7647,2.590381276,0.123380417,0.123380417
7648,2.529903583,0.125043,0.125043
7649,2.438161938,0.116925345,0.116925345
7650,2.362209985,0.105413101,0.105413101
7651,2.299289121,0.099032828,0.099032828
7652,2.275884945,0.08527099,0.08527099
7653,2.23436581,0.081918197,0.081918197
7654,2.236542063,0.077754367,0.077754367
7655,2.216249928,0.082134375,0.082134375
7656,2.184225727,0.079481013,0.079481013
7657,2.184640819,0.077472303,0.077472303
7658,2.16080446,0.074481463,0.074481463
7659,2.20879855,0.079664959,0.079664959
7660,2.265144711,0.085599998,0.085599998
7661,2.310837278,0.091616063,0.091616063
7662,2.399700615,0.093644616,0.093644616
7663,2.488426528,0.097373434,0.097373434
7664,2.593074722,0.106662925,0.106662925
7665,2.683823875,0.117827087,0.117827087
7666,2.762965028,0.127008995,0.127008995
7667,2.830259597,0.141005498,0.141005498
7668,2.888581094,0.145892073,0.145892073
7669,2.955351103,0.139841892,0.139841892
7670,2.984164044,0.129786371,0.129786371
7671,2.98551144,0.129125676,0.129125676
7672,2.994097027,0.124677878,0.124677878
7673,2.981131099,0.118897639,0.118897639
7674,2.970834671,0.118410536,0.118410536
7675,2.985276984,0.116058857,0.116058857
7676,3.016644102,0.109510456,0.109510456
7677,3.04066723,0.110134783,0.110134783
7678,3.043139796,0.102026564,0.102026564
7679,2.893102925,0.091103718,0.091103718
7680,2.620838009,0.077207815,0.077207815
7681,2.363530536,0.078339146,0.078339146
7682,2.341035537,0.075508252,0.075508252
7683,2.362639876,0.075629487,0.075629487
7684,1.707596237,0.053412423,0.053412423
7685,1.724602669,0.056778369,0.056778369
7686,1.744022825,0.056029796,0.056029796
7687,1.732592979,0.055147568,0.055147568
7688,1.717633867,0.054652354,0.054652354
7689,1.66550757,0.048044179,0.048044179
7690,1.668664948,0.050044459,0.050044459
7691,1.625180645,0.048536496,0.048536496
7692,1.653006037,0.05119927,0.05119927
7693,1.655060043,0.051708252,0.051708252
7694,1.670102573,0.052792737,0.052792737
7695,1.681344569,0.054288869,0.054288869
7696,1.639390957,0.051496749,0.051496749
7697,1.689805161,0.057432345,0.057432345
7698,1.823058356,0.052923146,0.052923146
7699,1.877952079,0.054963034,0.054963034
7700,1.847820692,0.047834544,0.047834544
7701,1.962521269,0.052488423,0.052488423
7702,1.836779895,0.049730335,0.049730335
7703,1.715585741,0.049148287,0.049148287
7704,1.80041826,0.047666675,0.047666675
