event_count,decile,day_name,day_wk_mon1,simple_labels2_based_on_900k_sample,median_event_volume,mean_event_volume,median_dur,mean_dur
27.815,10,Monday,1,0_small_tap,1.067472118,1.153925259,12.29375274,12.73699598
3.326,10,Monday,1,1_long_tap,10.13986975,10.61337229,109.2937527,110.4018608
1.606,10,Monday,1,2_shower,37.14551436,38.38541121,354.2937527,354.7856446
0.541048035,10,Monday,1,3_bath,71.96244849,74.44319473,655.2937527,657.5842555
0.357,10,Monday,1,2b_shower_big,108.7832145,110.8472164,992.2937527,1018.360826
27.293,10,Tuesday,2,0_small_tap,1.076698541,1.165244348,12.29375274,12.86132031
3.278,10,Tuesday,2,1_long_tap,10.14357216,10.63941352,110.2937527,110.3856446
1.629,10,Tuesday,2,2_shower,37.93458926,38.59053186,354.2937527,356.2126716
0.54279476,10,Tuesday,2,3_bath,73.05054501,74.86155215,657.2937527,658.673641
0.34,10,Tuesday,2,2b_shower_big,107.3609459,112.8974059,989.7937527,1027.305658
26.138,10,Wednesday,3,0_small_tap,1.083685765,1.15810875,12.29375274,12.7586176
3.122,10,Wednesday,3,1_long_tap,10.30711599,10.70588504,110.2937527,110.6505095
1.56,10,Wednesday,3,2_shower,37.6841219,38.76440672,354.2937527,357.8613203
0.52489083,10,Wednesday,3,3_bath,73.08480339,74.8521944,655.7937527,657.0048638
0.342,10,Wednesday,3,2b_shower_big,106.0058325,110.0251741,985.7937527,1017.917282
26.184,10,Thursday,4,0_small_tap,1.091553785,1.152294171,12.29375274,12.72618517
3.092,10,Thursday,4,1_long_tap,10.17570441,10.73618532,110.2937527,111.1099689
1.524,10,Thursday,4,2_shower,37.15894359,38.75216479,356.2937527,357.5045635
0.515502183,10,Thursday,4,3_bath,73.84444528,75.11911125,657.7937527,658.6715305
0.345,10,Thursday,4,2b_shower_big,108.6285081,111.8588733,988.2937527,1021.359229
26.831,10,Friday,5,0_small_tap,1.052580038,1.149220309,12.29375274,12.6505095
3.111,10,Friday,5,1_long_tap,10.12271237,10.66744847,110.2937527,110.4234824
1.569,10,Friday,5,2_shower,37.26555292,38.74506446,356.2937527,358.618077
0.529257642,10,Friday,5,3_bath,72.8029839,73.83094086,657.2937527,656.9159749
0.35,10,Friday,5,2b_shower_big,107.265887,111.1492422,1008.793753,1038.317849
28.443,10,Saturday,6,0_small_tap,1.095259097,1.139371107,12.29375274,12.6559149
3.348,10,Saturday,6,1_long_tap,10.29835588,10.58179704,109.2937527,110.1802392
1.545,10,Saturday,6,2_shower,37.23743461,38.27450632,354.2937527,357.4234824
0.518340611,10,Saturday,6,3_bath,72.23800328,74.04344708,659.2937527,658.3377087
0.346,10,Saturday,6,2b_shower_big,108.7069186,111.4164333,1008.293753,1038.471914
29.957,10,Sunday,7,0_small_tap,1.073454998,1.152544448,12.29375274,12.7532122
3.578,10,Sunday,7,1_long_tap,10.25682977,10.54255886,109.2937527,109.9964554
1.593,10,Sunday,7,2_shower,37.05578889,38.1029705,355.2937527,355.3424013
0.5430131,10,Sunday,7,3_bath,72.94495965,73.49536915,656.2937527,657.1948516
0.375,10,Sunday,7,2b_shower_big,109.2136341,111.382745,1008.293753,1053.181327
