timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff
1726,25.16,29.8,35.01,15.20062448
1727,25.16,29.8,35.01,20.18904682
1728,25.16,14.6,16.04,11.67198886
1729,25.16,14.6,16.04,10.45029135
1730,25.16,14.6,16.04,15.5898477
1731,25.16,14.6,16.04,10.02750853
1732,25.16,14.6,16.04,21.94141638
1733,25.16,14.6,16.04,21.40201601
1734,25.16,14.6,16.04,20.75173903
1735,25.16,14.6,16.04,14.9420416
1736,25.16,14.6,16.04,10.45510289
1737,25.16,14.6,16.04,9.887267604
1738,25.16,14.6,16.04,18.16322362
1739,25.16,14.6,16.04,24.06591592
1740,25.16,14.6,16.04,25.74853195
1741,25.16,14.6,16.04,33.91069594
1742,25.16,29.8,35.01,32.58316212
1743,25.16,29.8,35.01,30.03719633
1744,25.16,29.8,35.01,25.08399787
1745,25.16,29.8,35.01,20.35189932
1746,25.16,29.8,35.01,33.15634735
1747,25.16,29.8,35.01,31.37753677
1748,25.16,29.8,35.01,25.55805926
1749,25.16,29.8,35.01,31.98458644
1750,25.16,29.8,35.01,19.01205609
1751,25.16,29.8,35.01,26.07686399
1752,25.16,29.8,35.01,24.11594369
1753,25.16,29.8,35.01,23.84982768
1754,25.16,29.8,35.01,23.83881255
1755,25.16,29.8,16.04,19.51690851
1756,25.16,29.8,16.04,12.25206108
1757,25.16,29.8,16.04,10.01615642
1758,25.16,29.8,16.04,25.6086223
1759,25.16,29.8,16.04,18.73093041
1760,25.16,29.8,16.04,24.99853957
1761,25.16,29.8,35.01,19.54989588
1762,25.16,29.8,35.01,15.10118004
1763,25.16,29.8,35.01,22.30802264
1764,25.16,29.8,35.01,26.58117943
1765,25.16,29.8,35.01,17.55625409
1766,25.16,29.8,35.01,16.77042882
1767,25.16,29.8,35.01,25.10836709
1768,25.16,29.8,35.01,20.17181567
1769,25.16,29.8,35.01,21.55797059
1770,25.16,29.8,35.01,15.74682595
1771,25.16,29.8,35.01,30.23846076
1772,25.16,29.8,35.01,14.81351124
1773,25.16,29.8,35.01,5.30660162
1774,25.16,29.8,35.01,15.40470444
1775,25.16,29.8,35.01,20.46010016
1776,25.16,14.6,16.04,11.31977187
1777,25.16,14.6,16.04,10.13494063
1778,25.16,14.6,16.04,15.11940437
1779,25.16,14.6,16.04,9.724915809
1780,25.16,14.6,16.04,21.27930645
1781,25.16,14.6,16.04,20.75618317
1782,25.16,14.6,16.04,20.12552913
1783,25.16,14.6,16.04,14.49114664
1784,25.16,14.6,16.04,10.13960697
1785,25.16,14.6,16.04,9.58890683
1786,25.16,14.6,16.04,17.61512543
1787,25.16,14.6,16.04,23.33969654
1788,25.16,14.6,16.04,24.81262229
1789,25.16,14.6,16.04,32.67810729
1790,25.16,29.8,35.01,31.39882678
1791,25.16,29.8,35.01,28.94540195
1792,25.16,29.8,35.01,24.17224274
1793,25.16,29.8,35.01,19.61214688
1794,25.16,29.8,35.01,31.95117782
1795,25.16,29.8,35.01,30.23702359
1796,25.16,29.8,35.01,24.62907291
1797,25.16,29.8,35.01,30.82200817
1798,25.16,29.8,35.01,18.32100438
1799,25.16,29.8,35.01,25.12902008
1800,25.16,29.8,35.01,23.23937547
1801,25.16,29.8,35.01,22.98293226
1802,25.16,29.8,35.01,22.97231752
1803,25.16,29.8,16.04,18.80750638
1804,25.16,29.8,16.04,11.8067222
1805,25.16,29.8,16.04,9.652088379
1806,25.16,29.8,16.04,24.67779808
1807,25.16,29.8,16.04,18.05009708
1808,25.16,29.8,16.04,24.08989068
1809,25.16,29.8,35.01,18.83929473
1810,25.16,29.8,35.01,14.55228116
1811,25.16,29.8,35.01,21.49716887
1812,25.16,29.8,35.01,25.61500462
1813,25.16,29.8,35.01,16.91811798
1814,25.16,29.8,35.01,16.16085595
1815,25.16,29.8,35.01,24.19572618
1816,25.16,29.8,35.01,19.43860893
1817,25.16,29.8,35.01,20.77437978
1818,25.16,29.8,35.01,15.17445908
1819,25.16,29.8,35.01,29.13935081
1820,25.16,29.8,35.01,14.36649485
1821,25.16,29.8,35.01,5.146468222
1822,25.16,29.8,35.01,14.93984805
1823,25.16,29.8,35.01,19.84269082
1824,25.16,14.6,16.04,10.86288151
1825,25.16,14.6,16.04,9.725872613
1826,25.16,14.6,16.04,14.50915267
1827,25.16,14.6,16.04,9.332397277
1828,25.16,14.6,16.04,20.42042785
1829,25.16,14.6,16.04,19.91841895
1830,25.16,14.6,16.04,19.31321946
1831,25.16,14.6,16.04,13.90625278
1832,25.16,14.6,16.04,9.730350614
1833,25.16,14.6,16.04,9.201877914
1834,25.16,14.6,16.04,16.90414106
1835,25.16,14.6,16.04,22.39765616
1836,25.16,14.6,16.04,23.59857494
1837,25.16,14.6,16.04,31.07921262
1838,25.16,29.8,35.01,29.86252554
1839,25.16,29.8,35.01,27.5291434
1840,25.16,29.8,35.01,22.98952828
1841,25.16,29.8,35.01,18.65255161
1842,25.16,29.8,35.01,30.38785081
1843,25.16,29.8,35.01,28.75756779
1844,25.16,29.8,35.01,23.42400639
1845,25.16,29.8,35.01,29.31392988
1846,25.16,29.8,35.01,17.42458293
1847,25.16,29.8,35.01,23.89949183
1848,25.16,29.8,35.01,22.10230492
1849,25.16,29.8,35.01,21.85840912
1850,25.16,29.8,35.01,21.84831374
1851,25.16,29.8,16.04,17.88728107
1852,25.16,29.8,16.04,11.22903559
1853,25.16,29.8,16.04,9.179825024
1854,25.16,29.8,16.04,23.4703475
1855,25.16,29.8,16.04,17.16693075
1856,25.16,29.8,16.04,22.9112056
1857,25.16,29.8,35.01,17.91751405
1858,25.16,29.8,35.01,13.84025814
1859,25.16,29.8,35.01,20.44534209
1860,25.16,29.8,35.01,24.36169782
1861,25.16,29.8,35.01,16.09033783
1862,25.16,29.8,35.01,15.37012759
1863,25.16,29.8,35.01,23.01186271
1864,25.16,29.8,35.01,18.48750464
1865,25.16,29.8,35.01,19.75791806
1866,25.16,29.8,35.01,14.43199375
1867,25.16,29.8,35.01,27.71360261
1868,25.16,29.8,35.01,13.7866322
1869,25.16,29.8,35.01,4.938745688
1870,25.16,29.8,35.01,14.33684363
1871,25.16,29.8,35.01,19.04179712
1872,25.16,14.6,16.04,11.30683063
1873,25.16,14.6,16.04,10.12335394
1874,25.16,14.6,16.04,15.10211923
1875,25.16,14.6,16.04,9.713797875
1876,25.16,14.6,16.04,21.25497905
1877,25.16,14.6,16.04,20.73245383
1878,25.16,14.6,16.04,20.10252077
1879,25.16,14.6,16.04,14.47457975
1880,25.16,14.6,16.04,10.12801495
1881,25.16,14.6,16.04,9.577944388
1882,25.16,14.6,16.04,17.59498708
1883,25.16,14.6,16.04,23.31301362
1884,25.16,14.6,16.04,24.77823487
1885,25.16,14.6,16.04,32.63281922
1886,25.16,29.8,35.01,31.35531165
1887,25.16,29.8,35.01,28.90528698
1888,25.16,29.8,35.01,24.13874281
1889,25.16,29.8,35.01,19.58496672
1890,25.16,29.8,35.01,31.9068972
1891,25.16,29.8,35.01,30.19511859
1892,25.16,29.8,35.01,24.59493987
1893,25.16,29.8,35.01,30.77929245
1894,25.16,29.8,35.01,18.29561359
1895,25.16,29.8,35.01,25.09419417
1896,25.16,29.8,35.01,23.20716839
1897,25.16,29.8,35.01,22.95108058
1898,25.16,29.8,35.01,22.94048055
1899,25.16,29.8,16.04,18.78144136
1900,25.16,29.8,16.04,11.79035946
1901,25.16,29.8,16.04,9.638711704
1902,25.16,29.8,16.04,24.64359752
1903,25.16,29.8,16.04,18.02508173
1904,25.16,29.8,16.04,24.05650489
1905,25.16,29.8,35.01,18.81318565
1906,25.16,29.8,35.01,14.53211339
1907,25.16,29.8,35.01,21.46737629
1908,25.16,29.8,35.01,25.5795052
1909,25.16,29.8,35.01,16.89467143
1910,25.16,29.8,35.01,16.13845888
1911,25.16,29.8,35.01,24.16219371
1912,25.16,29.8,35.01,19.41166927
1913,25.16,29.8,35.01,20.7455889
1914,25.16,29.8,35.01,15.15342904
1915,25.16,29.8,35.01,29.09896705
1916,25.16,29.8,35.01,14.35007047
1917,25.16,29.8,35.01,5.140584562
1918,25.16,29.8,35.01,14.92276819
1919,25.16,29.8,35.01,19.82000582
1920,25.16,14.6,16.04,11.37464699
1921,25.16,14.6,16.04,10.18407202
1922,25.16,14.6,16.04,15.19269907
1923,25.16,14.6,16.04,9.772059515
1924,25.16,14.6,16.04,21.38246266
1925,25.16,14.6,16.04,20.85680342
1926,25.16,14.6,16.04,20.22309213
1927,25.16,14.6,16.04,14.56139572
1928,25.16,14.6,16.04,10.18876099
1929,25.16,14.6,16.04,9.635391202
1930,25.16,14.6,16.04,17.7005187
1931,25.16,14.6,16.04,23.45284095
1932,25.16,14.6,16.04,24.95843627
1933,25.16,14.6,16.04,32.87014362
1934,25.16,29.8,35.01,31.58334528
1935,25.16,29.8,35.01,29.11550265
1936,25.16,29.8,35.01,24.31429346
1937,25.16,29.8,35.01,19.72739972
1938,25.16,29.8,35.01,32.13894228
1939,25.16,29.8,35.01,30.41471464
1940,25.16,29.8,35.01,24.77380825
1941,25.16,29.8,35.01,31.00313695
1942,25.16,29.8,35.01,18.42866968
1943,25.16,29.8,35.01,25.27669341
1944,25.16,29.8,35.01,23.3759441
1945,25.16,29.8,35.01,23.11799388
1946,25.16,29.8,35.01,23.10731676
1947,25.16,29.8,16.04,18.91803067
1948,25.16,29.8,16.04,11.87610565
1949,25.16,29.8,16.04,9.708809891
1950,25.16,29.8,16.04,24.82281976
1951,25.16,29.8,16.04,18.15617037
1952,25.16,29.8,16.04,24.23145746
1953,25.16,29.8,35.01,18.95000582
1954,25.16,29.8,35.01,14.63779917
1955,25.16,29.8,35.01,21.62349925
1956,25.16,29.8,35.01,25.76553389
1957,25.16,29.8,35.01,17.01753908
1958,25.16,29.8,35.01,16.25582692
1959,25.16,29.8,35.01,24.33791491
1960,25.16,29.8,35.01,19.55284196
1961,25.16,29.8,35.01,20.89646261
1962,25.16,29.8,35.01,15.26363338
1963,25.16,29.8,35.01,29.31059127
1964,25.16,29.8,35.01,14.43613965
1965,25.16,29.8,35.01,5.171416878
1966,25.16,29.8,35.01,15.01227231
1967,25.16,29.8,35.01,19.93888271
1968,25.16,14.6,16.04,11.69698818
1969,25.16,14.6,16.04,10.47267402
1970,25.16,14.6,16.04,15.62323838
1971,25.16,14.6,16.04,10.04898567
1972,25.16,14.6,16.04,21.98841099
1973,25.16,14.6,16.04,21.44785532
1974,25.16,14.6,16.04,20.79618557
1975,25.16,14.6,16.04,14.9740448
1976,25.16,14.6,16.04,10.47749587
1977,25.16,14.6,16.04,9.908444375
1978,25.16,14.6,16.04,18.20212602
1979,25.16,14.6,16.04,24.11746084
1980,25.16,14.6,16.04,25.81496007
1981,25.16,14.6,16.04,33.99818146
1982,25.16,29.8,35.01,32.66722277
1983,25.16,29.8,35.01,30.11468869
1984,25.16,29.8,35.01,25.14871157
1985,25.16,29.8,35.01,20.40440477
1986,25.16,29.8,35.01,33.24188674
1987,25.16,29.8,35.01,31.45848705
1988,25.16,29.8,35.01,25.62399599
1989,25.16,29.8,35.01,32.06710283
1990,25.16,29.8,35.01,19.06110491
1991,25.16,29.8,35.01,26.14413917
1992,25.16,29.8,35.01,24.17815992
1993,25.16,29.8,35.01,23.91135737
1994,25.16,29.8,35.01,23.90031383
1995,25.16,29.8,16.04,19.56725979
1996,25.16,29.8,16.04,12.28366993
1997,25.16,29.8,16.04,10.0419969
1998,25.16,29.8,16.04,25.67468947
1999,25.16,29.8,16.04,18.77925396
2000,25.16,29.8,16.04,25.0630328
2001,25.16,29.8,35.01,19.60033226
2002,25.16,29.8,35.01,15.14013927
2003,25.16,29.8,35.01,22.36557466
2004,25.16,29.8,35.01,26.64975568
2005,25.16,29.8,35.01,17.60154712
2006,25.16,29.8,35.01,16.81369451
2007,25.16,29.8,35.01,25.17314366
2008,25.16,29.8,35.01,20.22385653
2009,25.16,29.8,35.01,21.61358757
2010,25.16,29.8,35.01,15.78745087
2011,25.16,29.8,35.01,30.31647236
2012,25.16,29.8,35.01,14.84523915
2013,25.16,29.8,35.01,5.317967419
2014,25.16,29.8,35.01,15.43769858
2015,25.16,29.8,35.01,20.50392206
2016,25.16,14.6,16.04,11.52336538
2017,25.16,14.6,16.04,10.31722418
2018,25.16,14.6,16.04,15.39133677
2019,25.16,14.6,16.04,9.89982479
2020,25.16,14.6,16.04,21.66202872
2021,25.16,14.6,16.04,21.12949672
2022,25.16,14.6,16.04,20.48749995
2023,25.16,14.6,16.04,14.75177941
2024,25.16,14.6,16.04,10.32197445
2025,25.16,14.6,16.04,9.761369601
2026,25.16,14.6,16.04,17.93194501
2027,25.16,14.6,16.04,23.75947628
2028,25.16,14.6,16.04,25.35361021
2029,25.16,14.6,16.04,33.39058585
2030,25.16,29.8,35.01,32.08341327
2031,25.16,29.8,35.01,29.57649658
2032,25.16,29.8,35.01,24.69926851
2033,25.16,29.8,35.01,20.03974918
2034,25.16,29.8,35.01,32.64780719
2035,25.16,29.8,35.01,30.89627937
2036,25.16,29.8,35.01,25.16605892
2037,25.16,29.8,35.01,31.49401833
2038,25.16,29.8,35.01,18.72045599
2039,25.16,29.8,35.01,25.6769064
2040,25.16,29.8,35.01,23.74606199
2041,25.16,29.8,35.01,23.48402758
2042,25.16,29.8,35.01,23.4731814
2043,25.16,29.8,16.04,19.21756517
2044,25.16,29.8,16.04,12.06414337
2045,25.16,29.8,16.04,9.862532208
2046,25.16,29.8,16.04,25.21584644
2047,25.16,29.8,16.04,18.44364212
2048,25.16,29.8,16.04,24.61512094
2049,25.16,29.8,35.01,19.25004659
2050,25.16,29.8,35.01,14.86956356
2051,25.16,29.8,35.01,21.96587019
2052,25.16,29.8,35.01,26.17348683
2053,25.16,29.8,35.01,17.28698256
2054,25.16,29.8,35.01,16.51321
2055,25.16,29.8,35.01,24.72326396
2056,25.16,29.8,35.01,19.8624276
2057,25.16,29.8,35.01,21.22732217
2058,25.16,29.8,35.01,15.50530678
2059,25.16,29.8,35.01,29.7746741
2060,25.16,29.8,35.01,14.62488567
2061,25.16,29.8,35.01,5.239030824
2062,25.16,29.8,35.01,15.20855101
2063,25.16,29.8,35.01,20.19957462
2064,25.16,14.6,16.04,11.08257167
2065,25.16,14.6,16.04,9.922567979
2066,25.16,14.6,16.04,14.80258476
2067,25.16,14.6,16.04,9.521135026
2068,25.16,14.6,16.04,20.83340915
2069,25.16,14.6,16.04,20.32124766
2070,25.16,14.6,16.04,19.70380866
2071,25.16,14.6,16.04,14.18749186
2072,25.16,14.6,16.04,9.927136543
2073,25.16,14.6,16.04,9.387976048
2074,25.16,14.6,16.04,17.24600923
2075,25.16,14.6,16.04,22.85062479
2076,25.16,14.6,16.04,24.1823348
2077,25.16,14.6,16.04,31.84802162
2078,25.16,29.8,35.01,30.60123725
2079,25.16,29.8,35.01,28.21013405
2080,25.16,29.8,35.01,23.5582221
2081,25.16,29.8,35.01,19.11396129
2082,25.16,29.8,35.01,31.13955754
2083,25.16,29.8,35.01,29.46894607
2084,25.16,29.8,35.01,24.00344793
2085,25.16,29.8,35.01,30.03907093
2086,25.16,29.8,35.01,17.85561625
2087,25.16,29.8,35.01,24.49069549
2088,25.16,29.8,35.01,22.64905142
2089,25.16,29.8,35.01,22.39912236
2090,25.16,29.8,35.01,22.38877725
2091,25.16,29.8,16.04,18.32976019
2092,25.16,29.8,16.04,11.50680915
2093,25.16,29.8,16.04,9.406907098
2094,25.16,29.8,16.04,24.05093539
2095,25.16,29.8,16.04,17.59159051
2096,25.16,29.8,16.04,23.47796195
2097,25.16,29.8,35.01,18.36074105
2098,25.16,29.8,35.01,14.18262573
2099,25.16,29.8,35.01,20.95110017
2100,25.16,29.8,35.01,24.96433511
2101,25.16,29.8,35.01,16.48836582
2102,25.16,29.8,35.01,15.75033968
2103,25.16,29.8,35.01,23.58110902
2104,25.16,29.8,35.01,18.94483153
2105,25.16,29.8,35.01,20.24667128
2106,25.16,29.8,35.01,14.78899915
2107,25.16,29.8,35.01,28.39915624
2108,25.16,29.8,35.01,14.06545208
2109,25.16,29.8,35.01,5.038626535
2110,25.16,29.8,35.01,14.62679095
2111,25.16,29.8,35.01,19.42689709
2112,25.16,14.6,16.04,11.50627976
2113,25.16,14.6,16.04,10.3019269
2114,25.16,14.6,16.04,15.36851613
2115,25.16,14.6,16.04,9.885146386
2116,25.16,14.6,16.04,21.62991058
2117,25.16,14.6,16.04,21.09816816
2118,25.16,14.6,16.04,20.45712327
2119,25.16,14.6,16.04,14.72990704
2120,25.16,14.6,16.04,10.30667012
2121,25.16,14.6,16.04,9.746896484
2122,25.16,14.6,16.04,17.90535743
2123,25.16,14.6,16.04,23.72424826
2124,25.16,14.6,16.04,25.30821037
2125,25.16,14.6,16.04,33.33079447
2126,25.16,29.8,35.01,32.02596261
2127,25.16,29.8,35.01,29.52353497
2128,25.16,29.8,35.01,24.65504038
2129,25.16,29.8,35.01,20.0038647
2130,25.16,29.8,35.01,32.58934588
2131,25.16,29.8,35.01,30.84095447
2132,25.16,29.8,35.01,25.12099492
2133,25.16,29.8,35.01,31.43762307
2134,25.16,29.8,35.01,18.68693392
2135,25.16,29.8,35.01,25.63092765
2136,25.16,29.8,35.01,23.70354074
2137,25.16,29.8,35.01,23.44197554
2138,25.16,29.8,35.01,23.43114878
2139,25.16,29.8,16.04,19.18315294
2140,25.16,29.8,16.04,12.04254052
2141,25.16,29.8,16.04,9.844871711
2142,25.16,29.8,16.04,25.17069329
2143,25.16,29.8,16.04,18.41061572
2144,25.16,29.8,16.04,24.57104349
2145,25.16,29.8,35.01,19.2155762
2146,25.16,29.8,35.01,14.84293715
2147,25.16,29.8,35.01,21.92653666
2148,25.16,29.8,35.01,26.12661887
2149,25.16,29.8,35.01,17.25602736
2150,25.16,29.8,35.01,16.48364036
2151,25.16,29.8,35.01,24.67899286
2152,25.16,29.8,35.01,19.82686064
2153,25.16,29.8,35.01,21.18931114
2154,25.16,29.8,35.01,15.47754196
2155,25.16,29.8,35.01,29.72135761
2156,25.16,29.8,35.01,14.60320145
2157,25.16,29.8,35.01,5.231262948
2158,25.16,29.8,35.01,15.18600139
2159,25.16,29.8,35.01,20.16962484
2160,25.16,14.6,16.04,11.5565571
2161,25.16,14.6,16.04,10.34694174
2162,25.16,14.6,16.04,15.43566973
2163,25.16,14.6,16.04,9.92834009
2164,25.16,14.6,16.04,21.72442369
2165,25.16,14.6,16.04,21.19035779
2166,25.16,14.6,16.04,20.54651182
2167,25.16,14.6,16.04,14.7942702
2168,25.16,14.6,16.04,10.3517057
2169,25.16,14.6,16.04,9.789486096
2170,25.16,14.6,16.04,17.9835959
2171,25.16,14.6,16.04,23.8279127
2172,25.16,14.6,16.04,25.44180712
2173,25.16,14.6,16.04,33.50674077
2174,25.16,29.8,35.01,32.19502097
2175,25.16,29.8,35.01,29.67938354
2176,25.16,29.8,35.01,24.78518918
2177,25.16,29.8,35.01,20.10946092
2178,25.16,29.8,35.01,32.76137822
2179,25.16,29.8,35.01,31.00375742
2180,25.16,29.8,35.01,25.2536034
2181,25.16,29.8,35.01,31.60357571
2182,25.16,29.8,35.01,18.78557833
2183,25.16,29.8,35.01,25.76622796
2184,25.16,29.8,35.01,23.82866677
2185,25.16,29.8,35.01,23.56572082
2186,25.16,29.8,35.01,23.55483692
2187,25.16,29.8,16.04,19.28441679
2188,25.16,29.8,16.04,12.10611057
2189,25.16,29.8,16.04,9.89684073
2190,25.16,29.8,16.04,25.30356412
2191,25.16,29.8,16.04,18.50780151
2192,25.16,29.8,16.04,24.70074889
2193,25.16,29.8,35.01,19.3170112
2194,25.16,29.8,35.01,14.92128991
2195,25.16,29.8,35.01,22.04228226
2196,25.16,29.8,35.01,26.26453583
2197,25.16,29.8,35.01,17.34711832
2198,25.16,29.8,35.01,16.57065405
2199,25.16,29.8,35.01,24.80926811
2200,25.16,29.8,35.01,19.93152249
2201,25.16,29.8,35.01,21.30116508
2202,25.16,29.8,35.01,15.55924467
2203,25.16,29.8,35.01,29.87825045
2204,25.16,29.8,35.01,14.66701096
2205,25.16,29.8,35.01,5.254121246
2206,25.16,29.8,35.01,15.25235748
2207,25.16,29.8,35.01,20.25775715
2208,25.16,14.6,16.04,11.77228509
2209,25.16,14.6,16.04,10.54008967
2210,25.16,14.6,16.04,15.7238097
2211,25.16,14.6,16.04,10.11367391
2212,25.16,14.6,16.04,22.12995678
2213,25.16,14.6,16.04,21.5859214
2214,25.16,14.6,16.04,20.93005666
2215,25.16,14.6,16.04,15.07043707
2216,25.16,14.6,16.04,10.54494255
2217,25.16,14.6,16.04,9.97222791
2218,25.16,14.6,16.04,18.31929839
2219,25.16,14.6,16.04,24.27271194
2220,25.16,14.6,16.04,26.01503874
2221,25.16,14.6,16.04,34.26168413
2222,25.16,29.8,35.01,32.92040985
2223,25.16,29.8,35.01,30.34809237
2224,25.16,29.8,35.01,25.34362648
2225,25.16,29.8,35.01,20.56254897
2226,25.16,29.8,35.01,33.49952775
2227,25.16,29.8,35.01,31.70230583
2228,25.16,29.8,35.01,25.82259459
2229,25.16,29.8,35.01,32.31563869
2230,25.16,29.8,35.01,19.20883787
2231,25.16,29.8,35.01,26.34676913
2232,25.16,29.8,35.01,24.36555258
2233,25.16,29.8,35.01,24.09668218
2234,25.16,29.8,35.01,24.08555304
2235,25.16,29.8,16.04,19.7189157
2236,25.16,29.8,16.04,12.37887443
2237,25.16,29.8,16.04,10.11982733
2238,25.16,29.8,16.04,25.87368098
2239,25.16,29.8,16.04,18.92480244
2240,25.16,29.8,16.04,25.25728366
2241,25.16,29.8,35.01,19.7522445
2242,25.16,29.8,35.01,15.25748282
2243,25.16,29.8,35.01,22.53891889
2244,25.16,29.8,35.01,26.85630442
2245,25.16,29.8,35.01,17.73796778
2246,25.16,29.8,35.01,16.94400893
2247,25.16,29.8,35.01,25.36824793
2248,25.16,29.8,35.01,20.38060139
2249,25.16,29.8,35.01,21.78110353
2250,25.16,29.8,35.01,15.9098114
2251,25.16,29.8,35.01,30.55143997
2252,25.16,29.8,35.01,14.94080226
2253,25.16,29.8,35.01,5.352200719
2254,25.16,29.8,35.01,15.53707553
2255,25.16,29.8,35.01,20.63591176
2256,25.16,14.6,16.04,11.39570152
2257,25.16,14.6,16.04,10.20292279
2258,25.16,14.6,16.04,15.22082083
2259,25.16,14.6,16.04,9.790147647
2260,25.16,14.6,16.04,21.4220417
2261,25.16,14.6,16.04,20.89540947
2262,25.16,14.6,16.04,20.26052518
2263,25.16,14.6,16.04,14.58834894
2264,25.16,14.6,16.04,10.20762044
2265,25.16,14.6,16.04,9.653226361
2266,25.16,14.6,16.04,17.73328245
2267,25.16,14.6,16.04,23.49625228
2268,25.16,14.6,16.04,25.01438229
2269,25.16,14.6,16.04,32.94382427
2270,25.16,29.8,35.01,31.65414149
2271,25.16,29.8,35.01,29.18076701
2272,25.16,29.8,35.01,24.36879559
2273,25.16,29.8,35.01,19.77162002
2274,25.16,29.8,35.01,32.21098389
2275,25.16,29.8,35.01,30.48289128
2276,25.16,29.8,35.01,24.82934041
2277,25.16,29.8,35.01,31.07263257
2278,25.16,29.8,35.01,18.46997879
2279,25.16,29.8,35.01,25.33335283
2280,25.16,29.8,35.01,23.42834286
2281,25.16,29.8,35.01,23.16981442
2282,25.16,29.8,35.01,23.15911337
2283,25.16,29.8,16.04,18.96043672
2284,25.16,29.8,16.04,11.90272674
2285,25.16,29.8,16.04,9.730572844
2286,25.16,29.8,16.04,24.87846178
2287,25.16,29.8,16.04,18.19686865
2288,25.16,29.8,16.04,24.28577391
2289,25.16,29.8,35.01,18.99248354
2290,25.16,29.8,35.01,14.67061079
2291,25.16,29.8,35.01,21.67196978
2292,25.16,29.8,35.01,25.82328907
2293,25.16,29.8,35.01,17.05568504
2294,25.16,29.8,35.01,16.29226545
2295,25.16,29.8,35.01,24.39246999
2296,25.16,29.8,35.01,19.59667097
2297,25.16,29.8,35.01,20.94330344
2298,25.16,29.8,35.01,15.29784785
2299,25.16,29.8,35.01,29.37629293
2300,25.16,29.8,35.01,14.46286102
2301,25.16,29.8,35.01,5.180989198
2302,25.16,29.8,35.01,15.0400601
2303,25.16,29.8,35.01,19.97578968
2304,25.16,14.6,16.04,11.42521681
2305,25.16,14.6,16.04,10.22934874
2306,25.16,14.6,16.04,15.26024332
2307,25.16,14.6,16.04,9.81550449
2308,25.16,14.6,16.04,21.47752558
2309,25.16,14.6,16.04,20.94952935
2310,25.16,14.6,16.04,20.31300069
2311,25.16,14.6,16.04,14.6261333
2312,25.16,14.6,16.04,10.23405855
2313,25.16,14.6,16.04,9.678228573
2314,25.16,14.6,16.04,17.7792123
2315,25.16,14.6,16.04,23.55710844
2316,25.16,14.6,16.04,25.0928102
2317,25.16,14.6,16.04,33.04711346
2318,25.16,29.8,35.01,31.75338711
2319,25.16,29.8,35.01,29.27225784
2320,25.16,29.8,35.01,24.44519939
2321,25.16,29.8,35.01,19.83361023
2322,25.16,29.8,35.01,32.31197539
2323,25.16,29.8,35.01,30.57846467
2324,25.16,29.8,35.01,24.90718816
2325,25.16,29.8,35.01,31.17005499
2326,25.16,29.8,35.01,18.52788795
2327,25.16,29.8,35.01,25.41278081
2328,25.16,29.8,35.01,23.50179804
2329,25.16,29.8,35.01,23.24245904
2330,25.16,29.8,35.01,23.23172443
2331,25.16,29.8,16.04,19.01988361
2332,25.16,29.8,16.04,11.94004551
2333,25.16,29.8,16.04,9.761081232
2334,25.16,29.8,16.04,24.95646354
2335,25.16,29.8,16.04,18.25392152
2336,25.16,29.8,16.04,24.3619174
2337,25.16,29.8,35.01,19.05203091
2338,25.16,29.8,35.01,14.71660774
2339,25.16,29.8,35.01,21.73991818
2340,25.16,29.8,35.01,25.90425316
2341,25.16,29.8,35.01,17.10915995
2342,25.16,29.8,35.01,16.3433468
2343,25.16,29.8,35.01,24.46894801
2344,25.16,29.8,35.01,19.65811266
2345,25.16,29.8,35.01,21.00896724
2346,25.16,29.8,35.01,15.34581138
2347,25.16,29.8,35.01,29.4683968
2348,25.16,29.8,35.01,14.50032036
2349,25.16,29.8,35.01,5.19440815
2350,25.16,29.8,35.01,15.07901441
2351,25.16,29.8,35.01,20.02752771
2352,25.16,14.6,16.04,11.21520144
2353,25.16,14.6,16.04,10.0413155
2354,25.16,14.6,16.04,14.97973349
2355,25.16,14.6,16.04,9.635078432
2356,25.16,14.6,16.04,21.08273128
2357,25.16,14.6,16.04,20.56444053
2358,25.16,14.6,16.04,19.93961238
2359,25.16,14.6,16.04,14.35727951
2360,25.16,14.6,16.04,10.04593874
2361,25.16,14.6,16.04,9.500325885
2362,25.16,14.6,16.04,17.45239943
2363,25.16,14.6,16.04,23.12408778
2364,25.16,14.6,16.04,24.53475814
2365,25.16,14.6,16.04,32.3121615
2366,25.16,29.8,35.01,31.04720702
2367,25.16,29.8,35.01,28.62125686
2368,25.16,29.8,35.01,23.90154988
2369,25.16,29.8,35.01,19.39252025
2370,25.16,29.8,35.01,31.59337256
2371,25.16,29.8,35.01,29.89841429
2372,25.16,29.8,35.01,24.35326424
2373,25.16,29.8,35.01,30.47684791
2374,25.16,29.8,35.01,18.11583661
2375,25.16,29.8,35.01,24.84761275
2376,25.16,29.8,35.01,22.97912932
2377,25.16,29.8,35.01,22.72555789
2378,25.16,29.8,35.01,22.71506202
2379,25.16,29.8,16.04,18.59689052
2380,25.16,29.8,16.04,11.67450462
2381,25.16,29.8,16.04,9.543999467
2382,25.16,29.8,16.04,24.40144376
2383,25.16,29.8,16.04,17.84796306
2384,25.16,29.8,16.04,23.82012004
2385,25.16,29.8,35.01,18.62832288
2386,25.16,29.8,35.01,14.38931744
2387,25.16,29.8,35.01,21.25643283
2388,25.16,29.8,35.01,25.32815499
2389,25.16,29.8,35.01,16.72866044
