timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff
10406,25.16,29.8,35.01,14.6774766
10407,25.16,29.8,35.01,21.97483883
10408,25.16,29.8,35.01,17.65436983
10409,25.16,29.8,35.01,18.86753239
10410,25.16,29.8,35.01,13.78161953
10411,25.16,29.8,35.01,26.46469598
10412,25.16,29.8,35.01,13.27869236
10413,25.16,29.8,35.01,4.756787858
10414,25.16,29.8,35.01,13.8086324
10415,25.16,29.8,35.01,18.34024164
10416,25.16,14.6,16.04,10.20695271
10417,25.16,14.6,16.04,9.138599341
10418,25.16,14.6,16.04,13.63305262
10419,25.16,14.6,16.04,8.768883061
10420,25.16,14.6,16.04,19.18738975
10421,25.16,14.6,16.04,18.71569344
10422,25.16,14.6,16.04,18.14703746
10423,25.16,14.6,16.04,13.06655737
10424,25.16,14.6,16.04,9.142806949
10425,25.16,14.6,16.04,8.646244794
10426,25.16,14.6,16.04,15.88342543
10427,25.16,14.6,16.04,21.04522792
10428,25.16,14.6,16.04,21.85564338
10429,25.16,14.6,16.04,28.78377992
10430,25.16,29.8,35.01,27.6569543
10431,25.16,29.8,35.01,25.49590991
10432,25.16,29.8,35.01,21.29157938
10433,25.16,29.8,35.01,17.27492093
10434,25.16,29.8,35.01,28.14348036
10435,25.16,29.8,35.01,26.63360595
10436,25.16,29.8,35.01,21.69396802
10437,25.16,29.8,35.01,27.14887653
10438,25.16,29.8,35.01,16.13764694
10439,25.16,29.8,35.01,22.1343353
10440,25.16,29.8,35.01,20.46988411
10441,25.16,29.8,35.01,20.24400184
10442,25.16,29.8,35.01,20.23465208
10443,25.16,29.8,16.04,16.56617135
10444,25.16,29.8,16.04,10.39968718
10445,25.16,29.8,16.04,8.501826169
10446,25.16,29.8,16.04,21.7368865
10447,25.16,29.8,16.04,15.8990243
10448,25.16,29.8,16.04,21.21904141
10449,25.16,29.8,35.01,16.5941714
10450,25.16,29.8,35.01,12.81805138
10451,25.16,29.8,35.01,18.93530039
10452,25.16,29.8,35.01,22.56240391
10453,25.16,29.8,35.01,14.90194583
10454,25.16,29.8,35.01,14.23492851
10455,25.16,29.8,35.01,21.31226424
10456,25.16,29.8,35.01,17.12206391
10457,25.16,29.8,35.01,18.29864779
10458,25.16,29.8,35.01,13.36608289
10459,25.16,29.8,35.01,25.66674542
10460,25.16,29.8,35.01,12.95415979
10461,25.16,29.8,35.01,4.640531486
10462,25.16,29.8,35.01,13.47114804
10463,25.16,29.8,35.01,17.8920043
10464,25.16,14.6,16.04,10.3719447
10465,25.16,14.6,16.04,9.286321752
10466,25.16,14.6,16.04,13.85342636
10467,25.16,14.6,16.04,8.910629132
10468,25.16,14.6,16.04,19.49754751
10469,25.16,14.6,16.04,19.01822639
10470,25.16,14.6,16.04,18.44037827
10471,25.16,14.6,16.04,13.27777391
10472,25.16,14.6,16.04,9.290597374
10473,25.16,14.6,16.04,8.786008458
10474,25.16,14.6,16.04,16.1401757
10475,25.16,14.6,16.04,21.38541701
10476,25.16,14.6,16.04,22.29405947
10477,25.16,14.6,16.04,29.36117186
10478,25.16,29.8,35.01,28.21174253
10479,25.16,29.8,35.01,26.0073484
10480,25.16,29.8,35.01,21.71868055
10481,25.16,29.8,35.01,17.62144943
10482,25.16,29.8,35.01,28.70802813
10483,25.16,29.8,35.01,27.1678662
10484,25.16,29.8,35.01,22.12914096
10485,25.16,29.8,35.01,27.69347292
10486,25.16,29.8,35.01,16.46136214
10487,25.16,29.8,35.01,22.57834185
10488,25.16,29.8,35.01,20.88050238
10489,25.16,29.8,35.01,20.65008901
10490,25.16,29.8,35.01,20.64055169
10491,25.16,29.8,16.04,16.89848259
10492,25.16,29.8,16.04,10.60830105
10493,25.16,29.8,16.04,8.672369646
10494,25.16,29.8,16.04,22.17292037
10495,25.16,29.8,16.04,16.21795282
10496,25.16,29.8,16.04,21.64468751
10497,25.16,29.8,35.01,16.92704431
10498,25.16,29.8,35.01,13.07517674
10499,25.16,29.8,35.01,19.31513549
10500,25.16,29.8,35.01,23.01499736
10501,25.16,29.8,35.01,15.20087333
10502,25.16,29.8,35.01,14.52047589
10503,25.16,29.8,35.01,21.73978035
10504,25.16,29.8,35.01,17.46552615
10505,25.16,29.8,35.01,18.66571187
10506,25.16,29.8,35.01,13.63420155
10507,25.16,29.8,35.01,26.18161081
10508,25.16,29.8,35.01,13.16355946
10509,25.16,29.8,35.01,4.71554413
10510,25.16,29.8,35.01,13.68890465
10511,25.16,29.8,35.01,18.18122258
10512,25.16,14.6,16.04,9.912257505
10513,25.16,14.6,16.04,8.874749641
10514,25.16,14.6,16.04,13.23943903
10515,25.16,14.6,16.04,8.515707812
10516,25.16,14.6,16.04,18.63341131
10517,25.16,14.6,16.04,18.17533382
10518,25.16,14.6,16.04,17.62309607
10519,25.16,14.6,16.04,12.68929964
10520,25.16,14.6,16.04,8.878835766
10521,25.16,14.6,16.04,8.396610357
10522,25.16,14.6,16.04,15.42483906
10523,25.16,14.6,16.04,20.43760996
10524,25.16,14.6,16.04,21.07258038
10525,25.16,14.6,16.04,27.75248962
10526,25.16,29.8,35.01,26.66603688
10527,25.16,29.8,35.01,24.58242027
10528,25.16,29.8,35.01,20.52872615
10529,25.16,29.8,35.01,16.65598004
10530,25.16,29.8,35.01,27.13513127
10531,25.16,29.8,35.01,25.67935395
10532,25.16,29.8,35.01,20.91669766
10533,25.16,29.8,35.01,26.17616297
10534,25.16,29.8,35.01,15.55945328
10535,25.16,29.8,35.01,21.34128708
10536,25.16,29.8,35.01,19.73647129
10537,25.16,29.8,35.01,19.51868214
10538,25.16,29.8,35.01,19.50966737
10539,25.16,29.8,16.04,15.97262415
10540,25.16,29.8,16.04,10.02707814
10541,25.16,29.8,16.04,8.197215346
10542,25.16,29.8,16.04,20.95807842
10543,25.16,29.8,16.04,15.32938023
10544,25.16,29.8,16.04,20.45878714
10545,25.16,29.8,35.01,15.99962099
10546,25.16,29.8,35.01,12.35879509
10547,25.16,29.8,35.01,18.25686998
10548,25.16,29.8,35.01,21.75401848
10549,25.16,29.8,35.01,14.36802595
10550,25.16,29.8,35.01,13.72490711
10551,25.16,29.8,35.01,20.5486699
10552,25.16,29.8,35.01,16.50859971
10553,25.16,29.8,35.01,17.64302792
10554,25.16,29.8,35.01,12.88719124
10555,25.16,29.8,35.01,24.74713494
10556,25.16,29.8,35.01,12.5801472
10557,25.16,29.8,35.01,4.506550031
10558,25.16,29.8,35.01,13.08220896
10559,25.16,29.8,35.01,17.37542623
10560,25.16,14.6,16.04,9.850372396
10561,25.16,14.6,16.04,8.819341996
10562,25.16,14.6,16.04,13.15678136
10563,25.16,14.6,16.04,8.462541769
10564,25.16,14.6,16.04,18.5170775
10565,25.16,14.6,16.04,18.06185992
10566,25.16,14.6,16.04,17.51306996
10567,25.16,14.6,16.04,12.61007665
10568,25.16,14.6,16.04,8.82340261
10569,25.16,14.6,16.04,8.344187875
10570,25.16,14.6,16.04,15.32853731
10571,25.16,14.6,16.04,20.31001201
10572,25.16,14.6,16.04,20.9081395
10573,25.16,14.6,16.04,27.53592175
10574,25.16,29.8,35.01,26.4579472
10575,25.16,29.8,35.01,24.39059019
10576,25.16,29.8,35.01,20.36852926
10577,25.16,29.8,35.01,16.52600431
10578,25.16,29.8,35.01,26.92338098
10579,25.16,29.8,35.01,25.47896389
10580,25.16,29.8,35.01,20.75347322
10581,25.16,29.8,35.01,25.97189604
10582,25.16,29.8,35.01,15.43803435
10583,25.16,29.8,35.01,21.17474934
10584,25.16,29.8,35.01,19.5824568
10585,25.16,29.8,35.01,19.36636718
10586,25.16,29.8,35.01,19.35742275
10587,25.16,29.8,16.04,15.84798102
10588,25.16,29.8,16.04,9.948831364
10589,25.16,29.8,16.04,8.133247988
10590,25.16,29.8,16.04,20.79453106
10591,25.16,29.8,16.04,15.20975668
10592,25.16,29.8,16.04,20.29913602
10593,25.16,29.8,35.01,15.87476719
10594,25.16,29.8,35.01,12.26235265
10595,25.16,29.8,35.01,18.11440163
10596,25.16,29.8,35.01,21.58425997
10597,25.16,29.8,35.01,14.25590438
10598,25.16,29.8,35.01,13.61780414
10599,25.16,29.8,35.01,20.38831738
10600,25.16,29.8,35.01,16.37977407
10601,25.16,29.8,35.01,17.50534971
10602,25.16,29.8,35.01,12.78662543
10603,25.16,29.8,35.01,24.5540195
10604,25.16,29.8,35.01,12.50160568
10605,25.16,29.8,35.01,4.478414327
10606,25.16,29.8,35.01,13.00053293
10607,25.16,29.8,35.01,17.26694639
10608,25.16,14.6,16.04,10.33856276
10609,25.16,14.6,16.04,9.256433873
10610,25.16,14.6,16.04,13.80883933
10611,25.16,14.6,16.04,8.881950413
10612,25.16,14.6,16.04,19.43479496
10613,25.16,14.6,16.04,18.95701653
10614,25.16,14.6,16.04,18.3810282
10615,25.16,14.6,16.04,13.23503961
10616,25.16,14.6,16.04,9.260695734
10617,25.16,14.6,16.04,8.757730829
10618,25.16,14.6,16.04,16.08822881
10619,25.16,14.6,16.04,21.31658839
10620,25.16,14.6,16.04,22.20535711
10621,25.16,14.6,16.04,29.24435126
10622,25.16,29.8,35.01,28.09949522
10623,25.16,29.8,35.01,25.90387181
10624,25.16,29.8,35.01,21.63226747
10625,25.16,29.8,35.01,17.55133819
10626,25.16,29.8,35.01,28.59380622
10627,25.16,29.8,35.01,27.0597722
10628,25.16,29.8,35.01,22.04109477
10629,25.16,29.8,35.01,27.58328767
10630,25.16,29.8,35.01,16.39586659
10631,25.16,29.8,35.01,22.4885084
10632,25.16,29.8,35.01,20.7974242
10633,25.16,29.8,35.01,20.56792758
10634,25.16,29.8,35.01,20.55842821
10635,25.16,29.8,16.04,16.83124785
10636,25.16,29.8,16.04,10.56609333
10637,25.16,29.8,16.04,8.637864504
10638,25.16,29.8,16.04,22.08469999
10639,25.16,29.8,16.04,16.15342573
10640,25.16,29.8,16.04,21.55856883
10641,25.16,29.8,35.01,16.85969593
10642,25.16,29.8,35.01,13.02315395
10643,25.16,29.8,35.01,19.2382855
10644,25.16,29.8,35.01,22.92342657
10645,25.16,29.8,35.01,15.14039294
10646,25.16,29.8,35.01,14.46270263
10647,25.16,29.8,35.01,21.65328332
10648,25.16,29.8,35.01,17.39603529
10649,25.16,29.8,35.01,18.59144577
10650,25.16,29.8,35.01,13.57995454
10651,25.16,29.8,35.01,26.07744087
10652,25.16,29.8,35.01,13.12119276
10653,25.16,29.8,35.01,4.700367227
10654,25.16,29.8,35.01,13.64484713
10655,25.16,29.8,35.01,18.1227066
10656,25.16,14.6,16.04,10.06790575
10657,25.16,14.6,16.04,9.014106312
10658,25.16,14.6,16.04,13.44733269
10659,25.16,14.6,16.04,8.649426592
10660,25.16,14.6,16.04,18.92600437
10661,25.16,14.6,16.04,18.46073387
10662,25.16,14.6,16.04,17.89982456
10663,25.16,14.6,16.04,12.88855467
10664,25.16,14.6,16.04,9.0182566
10665,25.16,14.6,16.04,8.528458997
10666,25.16,14.6,16.04,15.66704919
10667,25.16,14.6,16.04,20.75853364
10668,25.16,14.6,16.04,21.48616832
10669,25.16,14.6,16.04,28.29718299
10670,25.16,29.8,35.01,27.18940664
10671,25.16,29.8,35.01,25.06489524
10672,25.16,29.8,35.01,20.93163995
10673,25.16,29.8,35.01,16.98288411
10674,25.16,29.8,35.01,27.66770786
10675,25.16,29.8,35.01,26.18335824
10676,25.16,29.8,35.01,21.32722612
10677,25.16,29.8,35.01,26.68991805
10678,25.16,29.8,35.01,15.86483602
10679,25.16,29.8,35.01,21.76014888
10680,25.16,29.8,35.01,20.12383564
10681,25.16,29.8,35.01,19.90177198
10682,25.16,29.8,35.01,19.89258028
10683,25.16,29.8,16.04,16.28611612
10684,25.16,29.8,16.04,10.22387789
10685,25.16,29.8,16.04,8.358100692
10686,25.16,29.8,16.04,21.36941905
10687,25.16,29.8,16.04,15.63024736
10688,25.16,29.8,16.04,20.86032826
10689,25.16,29.8,35.01,16.31364282
10690,25.16,29.8,35.01,12.60135905
10691,25.16,29.8,35.01,18.61519445
10692,25.16,29.8,35.01,22.18098089
10693,25.16,29.8,35.01,14.65002475
10694,25.16,29.8,35.01,13.99428352
10695,25.16,29.8,35.01,20.95197514
10696,25.16,29.8,35.01,16.83261118
10697,25.16,29.8,35.01,17.98930461
10698,25.16,29.8,35.01,13.14012594
10699,25.16,29.8,35.01,25.23284274
10700,25.16,29.8,35.01,12.77768826
10701,25.16,29.8,35.01,4.577314597
10702,25.16,29.8,35.01,13.2876337
10703,25.16,29.8,35.01,17.64826565
10704,25.16,14.6,16.04,9.802144319
10705,25.16,14.6,16.04,8.776161912
10706,25.16,14.6,16.04,13.09236488
10707,25.16,14.6,16.04,8.421108603
10708,25.16,14.6,16.04,18.42641666
10709,25.16,14.6,16.04,17.97342785
10710,25.16,14.6,16.04,17.4273248
10711,25.16,14.6,16.04,12.54833688
10712,25.16,14.6,16.04,8.780202646
10713,25.16,14.6,16.04,8.303334177
10714,25.16,14.6,16.04,15.25348777
10715,25.16,14.6,16.04,20.21057285
10716,25.16,14.6,16.04,20.77998803
10717,25.16,14.6,16.04,27.36714687
10718,25.16,29.8,35.01,26.29577951
10719,25.16,29.8,35.01,24.24109387
10720,25.16,29.8,35.01,20.24368521
10721,25.16,29.8,35.01,16.4247121
10722,25.16,29.8,35.01,26.75836053
10723,25.16,29.8,35.01,25.32279665
10724,25.16,29.8,35.01,20.62626975
10725,25.16,29.8,35.01,25.81270748
10726,25.16,29.8,35.01,15.34341059
10727,25.16,29.8,35.01,21.04496375
10728,25.16,29.8,35.01,19.46243079
10729,25.16,29.8,35.01,19.24766564
10730,25.16,29.8,35.01,19.23877604
10731,25.16,29.8,16.04,15.75084459
10732,25.16,29.8,16.04,9.88785237
10733,25.16,29.8,16.04,8.08339718
10734,25.16,29.8,16.04,20.66707593
10735,25.16,29.8,16.04,15.1165321
10736,25.16,29.8,16.04,20.1747173
10737,25.16,29.8,35.01,15.77746658
10738,25.16,29.8,35.01,12.18719347
10739,25.16,29.8,35.01,18.00337372
10740,25.16,29.8,35.01,21.45196438
10741,25.16,29.8,35.01,14.16852621
10742,25.16,29.8,35.01,13.53433706
10743,25.16,29.8,35.01,20.26335204
10744,25.16,29.8,35.01,16.27937814
10745,25.16,29.8,35.01,17.39805484
10746,25.16,29.8,35.01,12.70825286
10747,25.16,29.8,35.01,24.40352148
10748,25.16,29.8,35.01,12.44039699
10749,25.16,29.8,35.01,4.456487714
10750,25.16,29.8,35.01,12.93688145
10751,25.16,29.8,35.01,17.18240627
10752,25.16,14.6,16.04,10.33933727
10753,25.16,14.6,16.04,9.257127316
10754,25.16,14.6,16.04,13.80987382
10755,25.16,14.6,16.04,8.882615802
10756,25.16,14.6,16.04,19.43625091
10757,25.16,14.6,16.04,18.95843669
10758,25.16,14.6,16.04,18.38240521
10759,25.16,14.6,16.04,13.23603111
10760,25.16,14.6,16.04,9.261389497
10761,25.16,14.6,16.04,8.758386912
10762,25.16,14.6,16.04,16.08943405
10763,25.16,14.6,16.04,21.31818531
10764,25.16,14.6,16.04,22.20741513
10765,25.16,14.6,16.04,29.24706168
10766,25.16,29.8,35.01,28.10209952
10767,25.16,29.8,35.01,25.90627262
10768,25.16,29.8,35.01,21.63427239
10769,25.16,29.8,35.01,17.55296487
10770,25.16,29.8,35.01,28.59645634
10771,25.16,29.8,35.01,27.06228014
10772,25.16,29.8,35.01,22.04313757
10773,25.16,29.8,35.01,27.58584413
10774,25.16,29.8,35.01,16.39738618
10775,25.16,29.8,35.01,22.49059267
10776,25.16,29.8,35.01,20.79935174
10777,25.16,29.8,35.01,20.56983385
10778,25.16,29.8,35.01,20.5603336
10779,25.16,29.8,16.04,16.8328078
10780,25.16,29.8,16.04,10.56707261
10781,25.16,29.8,16.04,8.638665074
10782,25.16,29.8,16.04,22.08674683
10783,25.16,29.8,16.04,16.15492286
10784,25.16,29.8,16.04,21.56056691
10785,25.16,29.8,35.01,16.86125851
10786,25.16,29.8,35.01,13.02436095
10787,25.16,29.8,35.01,19.24006854
10788,25.16,29.8,35.01,22.92555115
10789,25.16,29.8,35.01,15.14179618
10790,25.16,29.8,35.01,14.46404305
10791,25.16,29.8,35.01,21.65529018
10792,25.16,29.8,35.01,17.39764758
10793,25.16,29.8,35.01,18.59316885
10794,25.16,29.8,35.01,13.58121315
10795,25.16,29.8,35.01,26.07985777
10796,25.16,29.8,35.01,13.12217573
10797,25.16,29.8,35.01,4.700719353
10798,25.16,29.8,35.01,13.64586933
10799,25.16,29.8,35.01,18.12406426
10800,25.16,14.6,16.04,10.36592304
10801,25.16,14.6,16.04,9.280930373
10802,25.16,14.6,16.04,13.84538345
10803,25.16,14.6,16.04,8.905455869
10804,25.16,14.6,16.04,19.48622778
10805,25.16,14.6,16.04,19.00718493
10806,25.16,14.6,16.04,18.4296723
10807,25.16,14.6,16.04,13.27006521
10808,25.16,14.6,16.04,9.285203513
10809,25.16,14.6,16.04,8.780907546
10810,25.16,14.6,16.04,16.13080517
10811,25.16,14.6,16.04,21.37300123
10812,25.16,14.6,16.04,22.27805874
10813,25.16,14.6,16.04,29.34009897
10814,25.16,29.8,35.01,28.1914946
10815,25.16,29.8,35.01,25.98868259
10816,25.16,29.8,35.01,21.70309277
10817,25.16,29.8,35.01,17.60880229
10818,25.16,29.8,35.01,28.687424
10819,25.16,29.8,35.01,27.14836747
10820,25.16,29.8,35.01,22.11325859
10821,25.16,29.8,35.01,27.67359695
10822,25.16,29.8,35.01,16.44954761
10823,25.16,29.8,35.01,22.56213708
10824,25.16,29.8,35.01,20.86551617
10825,25.16,29.8,35.01,20.63526817
10826,25.16,29.8,35.01,20.6257377
10827,25.16,29.8,16.04,16.88635433
10828,25.16,29.8,16.04,10.60068733
10829,25.16,29.8,16.04,8.666145373
10830,25.16,29.8,16.04,22.15700658
10831,25.16,29.8,16.04,16.20631299
10832,25.16,29.8,16.04,21.62915283
10833,25.16,29.8,35.01,16.91489556
10834,25.16,29.8,35.01,13.06579251
10835,25.16,29.8,35.01,19.30127277
10836,25.16,29.8,35.01,22.9984792
10837,25.16,29.8,35.01,15.18996347
10838,25.16,29.8,35.01,14.51005435
10839,25.16,29.8,35.01,21.72417743
10840,25.16,29.8,35.01,17.45299092
10841,25.16,29.8,35.01,18.65231524
10842,25.16,29.8,35.01,13.6244161
10843,25.16,29.8,35.01,26.16281993
10844,25.16,29.8,35.01,13.15591707
10845,25.16,29.8,35.01,4.712806417
10846,25.16,29.8,35.01,13.68095726
10847,25.16,29.8,35.01,18.17066707
10848,25.16,14.6,16.04,9.968733582
10849,25.16,14.6,16.04,8.925314414
10850,25.16,14.6,16.04,13.31487206
10851,25.16,14.6,16.04,8.564226908
10852,25.16,14.6,16.04,18.73957703
10853,25.16,14.6,16.04,18.2788896
10854,25.16,14.6,16.04,17.72350542
10855,25.16,14.6,16.04,12.76159819
10856,25.16,14.6,16.04,8.92942382
10857,25.16,14.6,16.04,8.444450884
10858,25.16,14.6,16.04,15.51272363
10859,25.16,14.6,16.04,20.55405528
10860,25.16,14.6,16.04,21.2226484
10861,25.16,14.6,16.04,27.9501285
10862,25.16,29.8,35.01,26.85593861
10863,25.16,29.8,35.01,24.75748356
10864,25.16,29.8,35.01,20.67492112
10865,25.16,29.8,35.01,16.77459531
10866,25.16,29.8,35.01,27.32837364
10867,25.16,29.8,35.01,25.86222903
10868,25.16,29.8,35.01,21.06565557
10869,25.16,29.8,35.01,26.36257607
10870,25.16,29.8,35.01,15.67025967
10871,25.16,29.8,35.01,21.4932687
10872,25.16,29.8,35.01,19.87702424
10873,25.16,29.8,35.01,19.6576841
10874,25.16,29.8,35.01,19.64860513
10875,25.16,29.8,16.04,16.08637292
10876,25.16,29.8,16.04,10.09848581
10877,25.16,29.8,16.04,8.255591676
10878,25.16,29.8,16.04,21.10733102
10879,25.16,29.8,16.04,15.43854815
10880,25.16,29.8,16.04,20.60448404
10881,25.16,29.8,35.01,16.11356202
10882,25.16,29.8,35.01,12.44680804
10883,25.16,29.8,35.01,18.38688597
10884,25.16,29.8,35.01,21.90893935
10885,25.16,29.8,35.01,14.47034761
10886,25.16,29.8,35.01,13.8226488
10887,25.16,29.8,35.01,20.69500691
10888,25.16,29.8,35.01,16.62616542
10889,25.16,29.8,35.01,17.76867244
10890,25.16,29.8,35.01,12.97896715
10891,25.16,29.8,35.01,24.92337124
10892,25.16,29.8,35.01,12.65182385
10893,25.16,29.8,35.01,4.53222655
10894,25.16,29.8,35.01,13.15674616
10895,25.16,29.8,35.01,17.47442446
10896,25.16,14.6,16.04,9.73722953
10897,25.16,14.6,16.04,8.718041701
10898,25.16,14.6,16.04,13.00566058
10899,25.16,14.6,16.04,8.365339736
10900,25.16,14.6,16.04,18.30438755
10901,25.16,14.6,16.04,17.85439867
10902,25.16,14.6,16.04,17.31191219
10903,25.16,14.6,16.04,12.4652354
10904,25.16,14.6,16.04,8.722055675
10905,25.16,14.6,16.04,8.248345272
10906,25.16,14.6,16.04,15.15247141
10907,25.16,14.6,16.04,20.07672815
10908,25.16,14.6,16.04,20.6074967
10909,25.16,14.6,16.04,27.13997659
10910,25.16,29.8,35.01,26.07750248
10911,25.16,29.8,35.01,24.03987246
10912,25.16,29.8,35.01,20.07564564
10913,25.16,29.8,35.01,16.28837321
10914,25.16,29.8,35.01,26.53624369
10915,25.16,29.8,35.01,25.11259619
10916,25.16,29.8,35.01,20.4550544
10917,25.16,29.8,35.01,25.59844036
10918,25.16,29.8,35.01,15.21604741
10919,25.16,29.8,35.01,20.8702729
10920,25.16,29.8,35.01,19.30087629
10921,25.16,29.8,35.01,19.08789387
10922,25.16,29.8,35.01,19.07907806
10923,25.16,29.8,16.04,15.62009937
10924,25.16,29.8,16.04,9.8057749
10925,25.16,29.8,16.04,8.016298202
10926,25.16,29.8,16.04,20.49552186
10927,25.16,29.8,16.04,14.9910522
10928,25.16,29.8,16.04,20.00725022
10929,25.16,29.8,35.01,15.64650037
10930,25.16,29.8,35.01,12.08602954
10931,25.16,29.8,35.01,17.85393061
10932,25.16,29.8,35.01,21.27389508
10933,25.16,29.8,35.01,14.05091556
10934,25.16,29.8,35.01,13.4219907
10935,25.16,29.8,35.01,20.09514922
10936,25.16,29.8,35.01,16.14424565
10937,25.16,29.8,35.01,17.25363639
10938,25.16,29.8,35.01,12.6027637
10939,25.16,29.8,35.01,24.20095178
10940,25.16,29.8,35.01,12.35801035
10941,25.16,29.8,35.01,4.426974584
10942,25.16,29.8,35.01,12.85120684
10943,25.16,29.8,35.01,17.06861563
10944,25.16,14.6,16.04,9.926774652
10945,25.16,14.6,16.04,8.88774729
10946,25.16,14.6,16.04,13.25882905
10947,25.16,14.6,16.04,8.528179621
10948,25.16,14.6,16.04,18.66070115
10949,25.16,14.6,16.04,18.20195278
10950,25.16,14.6,16.04,17.64890625
10951,25.16,14.6,16.04,12.70788395
10952,25.16,14.6,16.04,8.8918394
10953,25.16,14.6,16.04,8.40890774
10954,25.16,14.6,16.04,15.44742975
10955,25.16,14.6,16.04,20.46754217
10956,25.16,14.6,16.04,21.11115529
10957,25.16,14.6,16.04,27.8032926
10958,25.16,29.8,35.01,26.71485103
10959,25.16,29.8,35.01,24.6274202
10960,25.16,29.8,35.01,20.5663055
10961,25.16,29.8,35.01,16.68647003
10962,25.16,29.8,35.01,27.18480412
10963,25.16,29.8,35.01,25.7263619
10964,25.16,29.8,35.01,20.95498722
10965,25.16,29.8,35.01,26.22408036
10966,25.16,29.8,35.01,15.58793601
10967,25.16,29.8,35.01,21.38035388
10968,25.16,29.8,35.01,19.77260036
10969,25.16,29.8,35.01,19.55441252
10970,25.16,29.8,35.01,19.54538125
10971,25.16,29.8,16.04,16.00186322
10972,25.16,29.8,16.04,10.04543345
10973,25.16,29.8,16.04,8.212220953
10974,25.16,29.8,16.04,20.99644373
10975,25.16,29.8,16.04,15.35744179
10976,25.16,29.8,16.04,20.49623846
10977,25.16,29.8,35.01,16.02890948
10978,25.16,29.8,35.01,12.38141877
10979,25.16,29.8,35.01,18.29029053
10980,25.16,29.8,35.01,21.79384081
10981,25.16,29.8,35.01,14.39432768
10982,25.16,29.8,35.01,13.75003156
10983,25.16,29.8,35.01,20.58628576
10984,25.16,29.8,35.01,16.53881992
10985,25.16,29.8,35.01,17.67532478
10986,25.16,29.8,35.01,12.91078219
10987,25.16,29.8,35.01,24.7924364
10988,25.16,29.8,35.01,12.59857165
10989,25.16,29.8,35.01,4.513150167
10990,25.16,29.8,35.01,13.10136871
10991,25.16,29.8,35.01,17.40087368
10992,25.16,14.6,16.04,10.24139874
10993,25.16,14.6,16.04,9.16943993
10994,25.16,14.6,16.04,13.67906091
10995,25.16,14.6,16.04,8.798475946
10996,25.16,14.6,16.04,19.25214261
10997,25.16,14.6,16.04,18.77885443
10998,25.16,14.6,16.04,18.20827937
10999,25.16,14.6,16.04,13.11065388
11000,25.16,14.6,16.04,9.173661737
11001,25.16,14.6,16.04,8.675423803
11002,25.16,14.6,16.04,15.93702819
11003,25.16,14.6,16.04,21.11625053
11004,25.16,14.6,16.04,21.94717323
11005,25.16,14.6,16.04,28.90432431
11006,25.16,29.8,35.01,27.77277962
11007,25.16,29.8,35.01,25.60268493
11008,25.16,29.8,35.01,21.38074697
11009,25.16,29.8,35.01,17.34726705
11010,25.16,29.8,35.01,28.26134322
11011,25.16,29.8,35.01,26.74514556
11012,25.16,29.8,35.01,21.78482079
11013,25.16,29.8,35.01,27.26257406
11014,25.16,29.8,35.01,16.20523023
11015,25.16,29.8,35.01,22.22703229
11016,25.16,29.8,35.01,20.5556105
11017,25.16,29.8,35.01,20.32878226
11018,25.16,29.8,35.01,20.31939334
11019,25.16,29.8,16.04,16.63554927
11020,25.16,29.8,16.04,10.44324032
11021,25.16,29.8,16.04,8.537431202
11022,25.16,29.8,16.04,21.827919
11023,25.16,29.8,16.04,15.96560826
11024,25.16,29.8,16.04,21.30790522
11025,25.16,29.8,35.01,16.66366659
11026,25.16,29.8,35.01,12.87173245
11027,25.16,29.8,35.01,19.01460006
11028,25.16,29.8,35.01,22.65689363
11029,25.16,29.8,35.01,14.9643541
11030,25.16,29.8,35.01,14.29454336
11031,25.16,29.8,35.01,21.40151846
11032,25.16,29.8,35.01,17.19376987
11033,25.16,29.8,35.01,18.3752812
11034,25.16,29.8,35.01,13.42205907
11035,25.16,29.8,35.01,25.7742359
11036,25.16,29.8,35.01,12.99787698
11037,25.16,29.8,35.01,4.656192171
11038,25.16,29.8,35.01,13.51660994
11039,25.16,29.8,35.01,17.95238554
11040,25.16,14.6,16.04,9.928255595
11041,25.16,14.6,16.04,8.889073224
11042,25.16,14.6,16.04,13.26080709
11043,25.16,14.6,16.04,8.529451912
11044,25.16,14.6,16.04,18.66348508
11045,25.16,14.6,16.04,18.20466827
11046,25.16,14.6,16.04,17.65153923
11047,25.16,14.6,16.04,12.70977979
11048,25.16,14.6,16.04,8.893165945
11049,25.16,14.6,16.04,8.410162238
11050,25.16,14.6,16.04,15.4497343
11051,25.16,14.6,16.04,20.47059566
11052,25.16,14.6,16.04,21.11509044
11053,25.16,14.6,16.04,27.80847518
11054,25.16,29.8,35.01,26.71983072
11055,25.16,29.8,35.01,24.6320108
11056,25.16,29.8,35.01,20.57013909
11057,25.16,29.8,35.01,16.68958042
11058,25.16,29.8,35.01,27.18987142
11059,25.16,29.8,35.01,25.73115734
11060,25.16,29.8,35.01,20.95889326
11061,25.16,29.8,35.01,26.22896858
11062,25.16,29.8,35.01,15.59084163
11063,25.16,29.8,35.01,21.38433922
11064,25.16,29.8,35.01,19.776286
11065,25.16,29.8,35.01,19.5580575
11066,25.16,29.8,35.01,19.54902454
11067,25.16,29.8,16.04,16.00484599
11068,25.16,29.8,16.04,10.04730594
11069,25.16,29.8,16.04,8.213751725
