timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff,Export Tariff
7974,25.16,14.6,16.04,19.62289366,10.00
7975,25.16,14.6,16.04,14.12922998,10.00
7976,25.16,14.6,16.04,9.886370098,10.00
7977,25.16,14.6,16.04,9.349423702,10.00
7978,25.16,14.6,16.04,17.17518735,10.00
7979,25.16,14.6,16.04,22.75678719,10.00
7980,25.16,14.6,16.04,24.0614023,10.00
7981,25.16,14.6,16.04,31.68875409,10.00
7982,25.16,29.8,35.01,30.44820472,10.00
7983,25.16,29.8,35.01,28.06905909,10.00
7984,25.16,29.8,35.01,23.4404107,10.00
7985,25.16,29.8,35.01,19.01837503,10.00
7986,25.16,29.8,35.01,30.98383294,10.00
7987,25.16,29.8,35.01,29.32157596,10.00
7988,25.16,29.8,35.01,23.88341002,10.00
7989,25.16,29.8,35.01,29.88884971,10.00
7990,25.16,29.8,35.01,17.76632279,10.00
7991,25.16,29.8,35.01,24.36822093,10.00
7992,25.16,29.8,35.01,22.53578666,10.00
7993,25.16,29.8,35.01,22.28710746,10.00
7994,25.16,29.8,35.01,22.27681408,10.00
7995,25.16,29.8,16.04,18.2380956,10.00
7996,25.16,29.8,16.04,11.4492652,10.00
7997,25.16,29.8,16.04,9.359864463,10.00
7998,25.16,29.8,16.04,23.93066,10.00
7999,25.16,29.8,16.04,17.50361741,10.00
8000,25.16,29.8,16.04,23.36055192,10.00
8001,25.16,29.8,35.01,18.26892153,10.00
8002,25.16,29.8,35.01,14.11170038,10.00
8003,25.16,29.8,35.01,20.84632663,10.00
8004,25.16,29.8,35.01,24.83949194,10.00
8005,25.16,29.8,35.01,16.40590979,10.00
8006,25.16,29.8,35.01,15.67157441,10.00
8007,25.16,29.8,35.01,23.46318317,10.00
8008,25.16,29.8,35.01,18.85009106,10.00
8009,25.16,29.8,35.01,20.14542049,10.00
8010,25.16,29.8,35.01,14.71504142,10.00
8011,25.16,29.8,35.01,28.25713601,10.00
8012,25.16,29.8,35.01,14.00769137,10.00
8013,25.16,29.8,35.01,5.017935081,10.00
8014,25.16,29.8,35.01,14.56672507,10.00
8015,25.16,29.8,35.01,19.34711925,10.00
8016,25.16,14.6,16.04,10.83247032,10.00
8017,25.16,14.6,16.04,9.698644532,10.00
8018,25.16,14.6,16.04,14.46853355,10.00
8019,25.16,14.6,16.04,9.306270751,10.00
8020,25.16,14.6,16.04,20.36325981,10.00
8021,25.16,14.6,16.04,19.86265631,10.00
8022,25.16,14.6,16.04,19.25915111,10.00
8023,25.16,14.6,16.04,13.86732151,10.00
8024,25.16,14.6,16.04,9.703109996,10.00
8025,25.16,14.6,16.04,9.176116783,10.00
8026,25.16,14.6,16.04,16.85681705,10.00
8027,25.16,14.6,16.04,22.33495277,10.00
8028,25.16,14.6,16.04,23.51776643,10.00
8029,25.16,14.6,16.04,30.97278819,10.00
8030,25.16,29.8,35.01,29.7602674,10.00
8031,25.16,29.8,35.01,27.43487545,10.00
8032,25.16,29.8,35.01,22.91080532,10.00
8033,25.16,29.8,35.01,18.58867975,10.00
8034,25.16,29.8,35.01,30.2837938,10.00
8035,25.16,29.8,35.01,28.65909335,10.00
8036,25.16,29.8,35.01,23.34379564,10.00
8037,25.16,29.8,35.01,29.21355029,10.00
8038,25.16,29.8,35.01,17.36491599,10.00
8039,25.16,29.8,35.01,23.81765289,10.00
8040,25.16,29.8,35.01,22.02662007,10.00
8041,25.16,29.8,35.01,21.78355945,10.00
8042,25.16,29.8,35.01,21.77349864,10.00
8043,25.16,29.8,16.04,17.82602972,10.00
8044,25.16,29.8,16.04,11.19058404,10.00
8045,25.16,29.8,16.04,9.148390581,10.00
8046,25.16,29.8,16.04,23.38997807,10.00
8047,25.16,29.8,16.04,17.10814609,10.00
8048,25.16,29.8,16.04,22.83275084,10.00
8049,25.16,29.8,35.01,17.85615917,10.00
8050,25.16,29.8,35.01,13.79286499,10.00
8051,25.16,29.8,35.01,20.37533117,10.00
8052,25.16,29.8,35.01,24.27827614,10.00
8053,25.16,29.8,35.01,16.03523974,10.00
8054,25.16,29.8,35.01,15.31749571,10.00
8055,25.16,29.8,35.01,22.93306327,10.00
8056,25.16,29.8,35.01,18.42419794,10.00
8057,25.16,29.8,35.01,19.6902611,10.00
8058,25.16,29.8,35.01,14.38257432,10.00
8059,25.16,29.8,35.01,27.61870302,10.00
8060,25.16,29.8,35.01,13.74803581,10.00
8061,25.16,29.8,35.01,4.924919415,10.00
8062,25.16,29.8,35.01,14.2967069,10.00
8063,25.16,29.8,35.01,18.98848863,10.00
8064,25.16,14.6,16.04,11.08894733,10.00
8065,25.16,14.6,16.04,9.928276305,10.00
8066,25.16,14.6,16.04,14.8111005,10.00
8067,25.16,14.6,16.04,9.526612413,10.00
8068,25.16,14.6,16.04,20.84539435,10.00
8069,25.16,14.6,16.04,20.33293821,10.00
8070,25.16,14.6,16.04,19.715144,10.00
8071,25.16,14.6,16.04,14.19565374,10.00
8072,25.16,14.6,16.04,9.932847497,10.00
8073,25.16,14.6,16.04,9.393376831,10.00
8074,25.16,14.6,16.04,17.25593063,10.00
8075,25.16,14.6,16.04,22.86377046,10.00
8076,25.16,14.6,16.04,24.19927618,10.00
8077,25.16,14.6,16.04,31.87033335,10.00
8078,25.16,29.8,35.01,30.62267552,10.00
8079,25.16,29.8,35.01,28.22989719,10.00
8080,25.16,29.8,35.01,23.57472625,10.00
8081,25.16,29.8,35.01,19.12735193,10.00
8082,25.16,29.8,35.01,31.16137293,10.00
8083,25.16,29.8,35.01,29.48959109,10.00
8084,25.16,29.8,35.01,24.02026399,10.00
8085,25.16,29.8,35.01,30.06011536,10.00
8086,25.16,29.8,35.01,17.86812533,10.00
8087,25.16,29.8,35.01,24.50785291,10.00
8088,25.16,29.8,35.01,22.66491864,10.00
8089,25.16,29.8,35.01,22.41481448,10.00
8090,25.16,29.8,35.01,22.40446212,10.00
8091,25.16,29.8,16.04,18.34260144,10.00
8092,25.16,29.8,16.04,11.51487046,10.00
8093,25.16,29.8,16.04,9.413497282,10.00
8094,25.16,29.8,16.04,24.06778472,10.00
8095,25.16,29.8,16.04,17.60391462,10.00
8096,25.16,29.8,16.04,23.49440987,10.00
8097,25.16,29.8,35.01,18.373604,10.00
8098,25.16,29.8,35.01,14.19256163,10.00
8099,25.16,29.8,35.01,20.96577785,10.00
8100,25.16,29.8,35.01,24.98182434,10.00
8101,25.16,29.8,35.01,16.49991705,10.00
8102,25.16,29.8,35.01,15.76137387,10.00
8103,25.16,29.8,35.01,23.59762921,10.00
8104,25.16,29.8,35.01,18.95810369,10.00
8105,25.16,29.8,35.01,20.26085546,10.00
8106,25.16,29.8,35.01,14.79935986,10.00
8107,25.16,29.8,35.01,28.4190518,10.00
8108,25.16,29.8,35.01,14.07354375,10.00
8109,25.16,29.8,35.01,5.041525192,10.00
8110,25.16,29.8,35.01,14.63520556,10.00
8111,25.16,29.8,35.01,19.43807313,10.00
8112,25.16,14.6,16.04,10.67893545,10.00
8113,25.16,14.6,16.04,9.561180036,10.00
8114,25.16,14.6,16.04,14.26346266,10.00
8115,25.16,14.6,16.04,9.174367595,10.00
8116,25.16,14.6,16.04,20.07463956,10.00
8117,25.16,14.6,16.04,19.5811314,10.00
8118,25.16,14.6,16.04,18.98618002,10.00
8119,25.16,14.6,16.04,13.67077194,10.00
8120,25.16,14.6,16.04,9.565582208,10.00
8121,25.16,14.6,16.04,9.046058375,10.00
8122,25.16,14.6,16.04,16.61789564,10.00
8123,25.16,14.6,16.04,22.01838657,10.00
8124,25.16,14.6,16.04,23.10979416,10.00
8125,25.16,14.6,16.04,30.43549062,10.00
8126,25.16,29.8,35.01,29.24400393,10.00
8127,25.16,29.8,35.01,26.9589515,10.00
8128,25.16,29.8,35.01,22.51336225,10.00
8129,25.16,29.8,35.01,18.26621435,10.00
8130,25.16,29.8,35.01,29.7584485,10.00
8131,25.16,29.8,35.01,28.16193239,10.00
8132,25.16,29.8,35.01,22.93884132,10.00
8133,25.16,29.8,35.01,28.70677094,10.00
8134,25.16,29.8,35.01,17.06367973,10.00
8135,25.16,29.8,35.01,23.40447836,10.00
8136,25.16,29.8,35.01,21.64451533,10.00
8137,25.16,29.8,35.01,21.40567118,10.00
8138,25.16,29.8,35.01,21.39578489,10.00
8139,25.16,29.8,16.04,17.51679432,10.00
8140,25.16,29.8,16.04,10.99645643,10.00
8141,25.16,29.8,16.04,8.989689725,10.00
8142,25.16,29.8,16.04,22.9842226,10.00
8143,25.16,29.8,16.04,16.81136412,10.00
8144,25.16,29.8,16.04,22.43666181,10.00
8145,25.16,29.8,35.01,17.54640111,10.00
8146,25.16,29.8,35.01,13.55359455,10.00
8147,25.16,29.8,35.01,20.02187201,10.00
8148,25.16,29.8,35.01,23.857111,10.00
8149,25.16,29.8,35.01,15.75706991,10.00
8150,25.16,29.8,35.01,15.05177688,10.00
8151,25.16,29.8,35.01,22.53523409,10.00
8152,25.16,29.8,35.01,18.10458588,10.00
8153,25.16,29.8,35.01,19.34868612,10.00
8154,25.16,29.8,35.01,14.13307395,10.00
8155,25.16,29.8,35.01,27.13959013,10.00
8156,25.16,29.8,35.01,13.55317695,10.00
8157,25.16,29.8,35.01,4.855115685,10.00
8158,25.16,29.8,35.01,14.09407141,10.00
8159,25.16,29.8,35.01,18.7193538,10.00
8160,25.16,14.6,16.04,11.05475878,10.00
8161,25.16,14.6,16.04,9.897666249,10.00
8162,25.16,14.6,16.04,14.76543611,10.00
8163,25.16,14.6,16.04,9.497240734,10.00
8164,25.16,14.6,16.04,20.78112552,10.00
8165,25.16,14.6,16.04,20.27024934,10.00
8166,25.16,14.6,16.04,19.65435987,10.00
8167,25.16,14.6,16.04,14.15188685,10.00
8168,25.16,14.6,16.04,9.902223347,10.00
8169,25.16,14.6,16.04,9.364415933,10.00
8170,25.16,14.6,16.04,17.20272855,10.00
8171,25.16,14.6,16.04,22.79327874,10.00
8172,25.16,14.6,16.04,24.10843052,10.00
8173,25.16,14.6,16.04,31.75069002,10.00
8174,25.16,29.8,35.01,30.50771599,10.00
8175,25.16,29.8,35.01,28.1239203,10.00
8176,25.16,29.8,35.01,23.48622518,10.00
8177,25.16,29.8,35.01,19.0555466,10.00
8178,25.16,29.8,35.01,31.0443911,10.00
8179,25.16,29.8,35.01,29.37888523,10.00
8180,25.16,29.8,35.01,23.93009034,10.00
8181,25.16,29.8,35.01,29.94726772,10.00
8182,25.16,29.8,35.01,17.80104722,10.00
8183,25.16,29.8,35.01,24.41584882,10.00
8184,25.16,29.8,35.01,22.57983304,10.00
8185,25.16,29.8,35.01,22.3306678,10.00
8186,25.16,29.8,35.01,22.3203543,10.00
8187,25.16,29.8,16.04,18.27374211,10.00
8188,25.16,29.8,16.04,11.47164288,10.00
8189,25.16,29.8,16.04,9.378158396,10.00
8190,25.16,29.8,16.04,23.97743267,10.00
8191,25.16,29.8,16.04,17.53782837,10.00
8192,25.16,29.8,16.04,23.40621031,10.00
8193,25.16,29.8,35.01,18.30462829,10.00
8194,25.16,29.8,35.01,14.13928182,10.00
8195,25.16,29.8,35.01,20.88707095,10.00
8196,25.16,29.8,35.01,24.88804093,10.00
8197,25.16,29.8,35.01,16.43797528,10.00
8198,25.16,29.8,35.01,15.70220464,10.00
8199,25.16,29.8,35.01,23.50904216,10.00
8200,25.16,29.8,35.01,18.88693372,10.00
8201,25.16,29.8,35.01,20.18479488,10.00
8202,25.16,29.8,35.01,14.74380209,10.00
8203,25.16,29.8,35.01,28.31236481,10.00
8204,25.16,29.8,35.01,14.03015335,10.00
8205,25.16,29.8,35.01,5.025981571,10.00
8206,25.16,29.8,35.01,14.59008348,10.00
8207,25.16,29.8,35.01,19.37814324,10.00
8208,25.16,14.6,16.04,10.84511471,10.00
8209,25.16,14.6,16.04,9.709965447,10.00
8210,25.16,14.6,16.04,14.48542221,10.00
8211,25.16,14.6,16.04,9.31713366,10.00
8212,25.16,14.6,16.04,20.38702919,10.00
8213,25.16,14.6,16.04,19.88584135,10.00
8214,25.16,14.6,16.04,19.28163169,10.00
8215,25.16,14.6,16.04,13.88350838,10.00
8216,25.16,14.6,16.04,9.714436124,10.00
8217,25.16,14.6,16.04,9.186827768,10.00
8218,25.16,14.6,16.04,16.87649347,10.00
8219,25.16,14.6,16.04,22.36102364,10.00
8220,25.16,14.6,16.04,23.55136506,10.00
8221,25.16,14.6,16.04,31.01703743,10.00
8222,25.16,29.8,35.01,29.80278438,10.00
8223,25.16,29.8,35.01,27.47407026,10.00
8224,25.16,29.8,35.01,22.94353682,10.00
8225,25.16,29.8,35.01,18.61523645,10.00
8226,25.16,29.8,35.01,30.32705872,10.00
8227,25.16,29.8,35.01,28.70003713,10.00
8228,25.16,29.8,35.01,23.37714574,10.00
8229,25.16,29.8,35.01,29.2552862,10.00
8230,25.16,29.8,35.01,17.38972436,10.00
8231,25.16,29.8,35.01,23.85167995,10.00
8232,25.16,29.8,35.01,22.05808838,10.00
8233,25.16,29.8,35.01,21.81468051,10.00
8234,25.16,29.8,35.01,21.80460533,10.00
8235,25.16,29.8,16.04,17.85149686,10.00
8236,25.16,29.8,16.04,11.20657146,10.00
8237,25.16,29.8,16.04,9.161460421,10.00
8238,25.16,29.8,16.04,23.42339414,10.00
8239,25.16,29.8,16.04,17.13258763,10.00
8240,25.16,29.8,16.04,22.86537083,10.00
8241,25.16,29.8,35.01,17.88166936,10.00
8242,25.16,29.8,35.01,13.81257016,10.00
8243,25.16,29.8,35.01,20.40444037,10.00
8244,25.16,29.8,35.01,24.31296128,10.00
8245,25.16,29.8,35.01,16.05814847,10.00
8246,25.16,29.8,35.01,15.33937904,10.00
8247,25.16,29.8,35.01,22.96582657,10.00
8248,25.16,29.8,35.01,18.45051965,10.00
8249,25.16,29.8,35.01,19.71839157,10.00
8250,25.16,29.8,35.01,14.40312198,10.00
8251,25.16,29.8,35.01,27.65816045,10.00
8252,25.16,29.8,35.01,13.76408345,10.00
8253,25.16,29.8,35.01,4.930668115,10.00
8254,25.16,29.8,35.01,14.31339499,10.00
8255,25.16,29.8,35.01,19.01065328,10.00
8256,25.16,14.6,16.04,10.7009065,10.00
8257,25.16,14.6,16.04,9.580851392,10.00
8258,25.16,14.6,16.04,14.29280859,10.00
8259,25.16,14.6,16.04,9.193243116,10.00
8260,25.16,14.6,16.04,20.11594151,10.00
8261,25.16,14.6,16.04,19.621418,10.00
8262,25.16,14.6,16.04,19.02524256,10.00
8263,25.16,14.6,16.04,13.69889845,10.00
8264,25.16,14.6,16.04,9.585262622,10.00
8265,25.16,14.6,16.04,9.06466991,10.00
8266,25.16,14.6,16.04,16.65208562,10.00
8267,25.16,14.6,16.04,22.06368763,10.00
8268,25.16,14.6,16.04,23.16817554,10.00
8269,25.16,14.6,16.04,30.51237863,10.00
8270,25.16,29.8,35.01,29.31788193,10.00
8271,25.16,29.8,35.01,27.02705687,10.00
8272,25.16,29.8,35.01,22.5702369,10.00
8273,25.16,29.8,35.01,18.31235959,10.00
8274,25.16,29.8,35.01,29.83362613,10.00
8275,25.16,29.8,35.01,28.2330768,10.00
8276,25.16,29.8,35.01,22.99679083,10.00
8277,25.16,29.8,35.01,28.77929176,10.00
8278,25.16,29.8,35.01,17.10678705,10.00
8279,25.16,29.8,35.01,23.4636042,10.00
8280,25.16,29.8,35.01,21.69919504,10.00
8281,25.16,29.8,35.01,21.4597475,10.00
8282,25.16,29.8,35.01,21.44983625,10.00
8283,25.16,29.8,16.04,17.56104633,10.00
8284,25.16,29.8,16.04,11.02423635,10.00
8285,25.16,29.8,16.04,9.012400034,10.00
8286,25.16,29.8,16.04,23.04228676,10.00
8287,25.16,29.8,16.04,16.85383402,10.00
8288,25.16,29.8,16.04,22.49334269,10.00
8289,25.16,29.8,35.01,17.59072791,10.00
8290,25.16,29.8,35.01,13.58783447,10.00
8291,25.16,29.8,35.01,20.0724525,10.00
8292,25.16,29.8,35.01,23.91738031,10.00
8293,25.16,29.8,35.01,15.79687639,10.00
8294,25.16,29.8,35.01,15.0898016,10.00
8295,25.16,29.8,35.01,22.59216399,10.00
8296,25.16,29.8,35.01,18.1503228,10.00
8297,25.16,29.8,35.01,19.39756596,10.00
8298,25.16,29.8,35.01,14.1687778,10.00
8299,25.16,29.8,35.01,27.20815184,10.00
8300,25.16,29.8,35.01,13.58106152,10.00
8301,25.16,29.8,35.01,4.865104694,10.00
8302,25.16,29.8,35.01,14.12306882,10.00
8303,25.16,29.8,35.01,18.75786736,10.00
8304,25.16,14.6,16.04,10.60416594,10.00
8305,25.16,14.6,16.04,9.494236586,10.00
8306,25.16,14.6,16.04,14.16359576,10.00
8307,25.16,14.6,16.04,9.110132447,10.00
8308,25.16,14.6,16.04,19.93408519,10.00
8309,25.16,14.6,16.04,19.44403237,10.00
8310,25.16,14.6,16.04,18.8532466,10.00
8311,25.16,14.6,16.04,13.57505482,10.00
8312,25.16,14.6,16.04,9.498607937,10.00
8313,25.16,14.6,16.04,8.982721595,10.00
8314,25.16,14.6,16.04,16.50154397,10.00
8315,25.16,14.6,16.04,21.86422289,10.00
8316,25.16,14.6,16.04,22.91111689,10.00
8317,25.16,14.6,16.04,30.17383359,10.00
8318,25.16,29.8,35.01,28.99259023,10.00
8319,25.16,29.8,35.01,26.72718263,10.00
8320,25.16,29.8,35.01,22.31981257,10.00
8321,25.16,29.8,35.01,18.10917783,10.00
8322,25.16,29.8,35.01,29.50261207,10.00
8323,25.16,29.8,35.01,27.91982137,10.00
8324,25.16,29.8,35.01,22.74163374,10.00
8325,25.16,29.8,35.01,28.45997589,10.00
8326,25.16,29.8,35.01,16.91698152,10.00
8327,25.16,29.8,35.01,23.20326766,10.00
8328,25.16,29.8,35.01,21.45843521,10.00
8329,25.16,29.8,35.01,21.22164443,10.00
8330,25.16,29.8,35.01,21.21184314,10.00
8331,25.16,29.8,16.04,17.36620064,10.00
8332,25.16,29.8,16.04,10.90191876,10.00
8333,25.16,29.8,16.04,8.912404441,10.00
8334,25.16,29.8,16.04,22.78662488,10.00
8335,25.16,29.8,16.04,16.66683509,10.00
8336,25.16,29.8,16.04,22.24377153,10.00
8337,25.16,29.8,35.01,17.3955529,10.00
8338,25.16,29.8,35.01,13.43707291,10.00
8339,25.16,29.8,35.01,19.84974192,10.00
8340,25.16,29.8,35.01,23.65200897,10.00
8341,25.16,29.8,35.01,15.62160477,10.00
8342,25.16,29.8,35.01,14.92237521,10.00
8343,25.16,29.8,35.01,22.34149637,10.00
8344,25.16,29.8,35.01,17.94893889,10.00
8345,25.16,29.8,35.01,19.18234348,10.00
8346,25.16,29.8,35.01,14.01157047,10.00
8347,25.16,29.8,35.01,26.90626829,10.00
8348,25.16,29.8,35.01,13.45828318,10.00
8349,25.16,29.8,35.01,4.821122162,10.00
8350,25.16,29.8,35.01,13.99539052,10.00
8351,25.16,29.8,35.01,18.58828858,10.00
8352,25.16,14.6,16.04,11.0868284,10.00
8353,25.16,14.6,16.04,9.926379168,10.00
8354,25.16,14.6,16.04,14.80827033,10.00
8355,25.16,14.6,16.04,9.524792027,10.00
8356,25.16,14.6,16.04,20.84141112,10.00
8357,25.16,14.6,16.04,20.32905291,10.00
8358,25.16,14.6,16.04,19.71137675,10.00
8359,25.16,14.6,16.04,14.19294117,10.00
8360,25.16,14.6,16.04,9.930949486,10.00
8361,25.16,14.6,16.04,9.391581904,10.00
8362,25.16,14.6,16.04,17.2526333,10.00
8363,25.16,14.6,16.04,22.85940156,10.00
8364,25.16,14.6,16.04,24.19364579,10.00
8365,25.16,14.6,16.04,31.86291814,10.00
8366,25.16,29.8,35.01,30.61555061,10.00
8367,25.16,29.8,35.01,28.22332899,10.00
8368,25.16,29.8,35.01,23.56924117,10.00
8369,25.16,29.8,35.01,19.12290161,10.00
8370,25.16,29.8,35.01,31.15412268,10.00
8371,25.16,29.8,35.01,29.4827298,10.00
8372,25.16,29.8,35.01,24.01467524,10.00
8373,25.16,29.8,35.01,30.05312134,10.00
8374,25.16,29.8,35.01,17.86396799,10.00
8375,25.16,29.8,35.01,24.50215072,10.00
8376,25.16,29.8,35.01,22.65964524,10.00
8377,25.16,29.8,35.01,22.40959927,10.00
8378,25.16,29.8,35.01,22.39924932,10.00
8379,25.16,29.8,16.04,18.33833371,10.00
8380,25.16,29.8,16.04,11.51219132,10.00
8381,25.16,29.8,16.04,9.411307063,10.00
8382,25.16,29.8,16.04,24.06218492,10.00
8383,25.16,29.8,16.04,17.59981876,10.00
8384,25.16,29.8,16.04,23.48894347,10.00
8385,25.16,29.8,35.01,18.36932906,10.00
8386,25.16,29.8,35.01,14.18925947,10.00
8387,25.16,29.8,35.01,20.96089979,10.00
8388,25.16,29.8,35.01,24.97601187,10.00
8389,25.16,29.8,35.01,16.49607805,10.00
8390,25.16,29.8,35.01,15.7577067,10.00
8391,25.16,29.8,35.01,23.5921388,10.00
8392,25.16,29.8,35.01,18.95369275,10.00
8393,25.16,29.8,35.01,20.25614141,10.00
8394,25.16,29.8,35.01,14.79591652,10.00
8395,25.16,29.8,35.01,28.4124396,10.00
8396,25.16,29.8,35.01,14.07085452,10.00
8397,25.16,29.8,35.01,5.040561836,10.00
8398,25.16,29.8,35.01,14.632409,10.00
8399,25.16,29.8,35.01,19.43435882,10.00
8400,25.16,14.6,16.04,11.25148787,10.00
8401,25.16,14.6,16.04,10.07380387,10.00
8402,25.16,14.6,16.04,15.02819995,10.00
8403,25.16,14.6,16.04,9.666252429,10.00
8404,25.16,14.6,16.04,21.1509438,10.00
8405,25.16,14.6,16.04,20.63097614,10.00
8406,25.16,14.6,16.04,20.00412637,10.00
8407,25.16,14.6,16.04,14.40373204,10.00
8408,25.16,14.6,16.04,10.07844206,10.00
8409,25.16,14.6,16.04,9.531063894,10.00
8410,25.16,14.6,16.04,17.50886613,10.00
8411,25.16,14.6,16.04,23.19890504,10.00
8412,25.16,14.6,16.04,24.63117832,10.00
8413,25.16,14.6,16.04,32.43914643,10.00
8414,25.16,29.8,35.01,31.16922074,10.00
8415,25.16,29.8,35.01,28.73373675,10.00
8416,25.16,29.8,35.01,23.99548158,10.00
8417,25.16,29.8,35.01,19.46873173,10.00
8418,25.16,29.8,35.01,31.71753268,10.00
8419,25.16,29.8,35.01,30.01591332,10.00
8420,25.16,29.8,35.01,24.44897116,10.00
8421,25.16,29.8,35.01,30.59662016,10.00
8422,25.16,29.8,35.01,18.1870308,10.00
8423,25.16,29.8,35.01,24.94526243,10.00
8424,25.16,29.8,35.01,23.06943597,10.00
8425,25.16,29.8,35.01,22.81486802,10.00
8426,25.16,29.8,35.01,22.8043309,10.00
8427,25.16,29.8,16.04,18.66997523,10.00
8428,25.16,29.8,16.04,11.72038475,10.00
8429,25.16,29.8,16.04,9.581506833,10.00
8430,25.16,29.8,16.04,24.49734002,10.00
8431,25.16,29.8,16.04,17.91810453,10.00
8432,25.16,29.8,16.04,23.91373174,10.00
8433,25.16,29.8,35.01,18.70153111,10.00
8434,25.16,29.8,35.01,14.44586663,10.00
8435,25.16,29.8,35.01,21.33996938,10.00
8436,25.16,29.8,35.01,25.42769318,10.00
8437,25.16,29.8,35.01,16.7944031,10.00
8438,25.16,29.8,35.01,16.0426786,10.00
8439,25.16,29.8,35.01,24.01879331,10.00
8440,25.16,29.8,35.01,19.29646279,10.00
8441,25.16,29.8,35.01,20.62246573,10.00
8442,25.16,29.8,35.01,15.06349482,10.00
8443,25.16,29.8,35.01,28.92626734,10.00
8444,25.16,29.8,35.01,14.27983218,10.00
8445,25.16,29.8,35.01,5.115423303,10.00
8446,25.16,29.8,35.01,14.84972676,10.00
8447,25.16,29.8,35.01,19.72299423,10.00
8448,25.16,14.6,16.04,10.59478553,10.00
8449,25.16,14.6,16.04,9.485838018,10.00
8450,25.16,14.6,16.04,14.1510667,10.00
8451,25.16,14.6,16.04,9.102073656,10.00
8452,25.16,14.6,16.04,19.91645157,10.00
8453,25.16,14.6,16.04,19.42683225,10.00
8454,25.16,14.6,16.04,18.83656908,10.00
8455,25.16,14.6,16.04,13.56304637,10.00
8456,25.16,14.6,16.04,9.490205501,10.00
8457,25.16,14.6,16.04,8.974775511,10.00
8458,25.16,14.6,16.04,16.48694676,10.00
8459,25.16,14.6,16.04,21.84488187,10.00
8460,25.16,14.6,16.04,22.8861913,10.00
8461,25.16,14.6,16.04,30.14100671,10.00
8462,25.16,29.8,35.01,28.96104845,10.00
8463,25.16,29.8,35.01,26.69810545,10.00
8464,25.16,29.8,35.01,22.29553028,10.00
8465,25.16,29.8,35.01,18.0894764,10.00
8466,25.16,29.8,35.01,29.47051543,10.00
8467,25.16,29.8,35.01,27.88944668,10.00
8468,25.16,29.8,35.01,22.71689254,10.00
8469,25.16,29.8,35.01,28.42901355,10.00
8470,25.16,29.8,35.01,16.89857711,10.00
8471,25.16,29.8,35.01,23.17802424,10.00
8472,25.16,29.8,35.01,21.43509003,10.00
8473,25.16,29.8,35.01,21.19855686,10.00
8474,25.16,29.8,35.01,21.18876623,10.00
8475,25.16,29.8,16.04,17.34730751,10.00
8476,25.16,29.8,16.04,10.89005829,10.00
8477,25.16,29.8,16.04,8.90270841,10.00
8478,25.16,29.8,16.04,22.76183473,10.00
8479,25.16,29.8,16.04,16.64870282,10.00
8480,25.16,29.8,16.04,22.21957197,10.00
8481,25.16,29.8,35.01,17.37662783,10.00
8482,25.16,29.8,35.01,13.42245437,10.00
8483,25.16,29.8,35.01,19.82814688,10.00
8484,25.16,29.8,35.01,23.62627735,10.00
8485,25.16,29.8,35.01,15.60460963,10.00
8486,25.16,29.8,35.01,14.90614078,10.00
8487,25.16,29.8,35.01,22.31719049,10.00
8488,25.16,29.8,35.01,17.92941179,10.00
8489,25.16,29.8,35.01,19.16147452,10.00
8490,25.16,29.8,35.01,13.99632692,10.00
8491,25.16,29.8,35.01,26.87699628,10.00
8492,25.16,29.8,35.01,13.44637803,10.00
8493,25.16,29.8,35.01,4.816857415,10.00
8494,25.16,29.8,35.01,13.98301024,10.00
8495,25.16,29.8,35.01,18.57184545,10.00
8496,25.16,14.6,16.04,10.95815017,10.00
8497,25.16,14.6,16.04,9.811169582,10.00
8498,25.16,14.6,16.04,14.63639953,10.00
8499,25.16,14.6,16.04,9.414243425,10.00
8500,25.16,14.6,16.04,20.59951724,10.00
8501,25.16,14.6,16.04,20.09310567,10.00
8502,25.16,14.6,16.04,19.48259851,10.00
8503,25.16,14.6,16.04,14.02821214,10.00
8504,25.16,14.6,16.04,9.815686856,10.00
8505,25.16,14.6,16.04,9.282579393,10.00
8506,25.16,14.6,16.04,17.05239223,10.00
8507,25.16,14.6,16.04,22.59408606,10.00
8508,25.16,14.6,16.04,23.85172248,10.00
8509,25.16,14.6,16.04,31.41260674,10.00
8510,25.16,29.8,35.01,30.18286797,10.00
8511,25.16,29.8,35.01,27.82445508,10.00
8512,25.16,29.8,35.01,23.23614242,10.00
8513,25.16,29.8,35.01,18.85264198,10.00
8514,25.16,29.8,35.01,30.71382853,10.00
8515,25.16,29.8,35.01,29.06605706,10.00
8516,25.16,29.8,35.01,23.67528128,10.00
8517,25.16,29.8,35.01,29.62838738,10.00
8518,25.16,29.8,35.01,17.61150058,10.00
8519,25.16,29.8,35.01,24.15586737,10.00
8520,25.16,29.8,35.01,22.3394016,10.00
8521,25.16,29.8,35.01,22.09288948,10.00
8522,25.16,29.8,35.01,22.08268581,10.00
8523,25.16,29.8,16.04,18.07916219,10.00
8524,25.16,29.8,16.04,11.34949213,10.00
8525,25.16,29.8,16.04,9.278299193,10.00
8526,25.16,29.8,16.04,23.72211951,10.00
8527,25.16,29.8,16.04,17.35108451,10.00
8528,25.16,29.8,16.04,23.15697956,10.00
8529,25.16,29.8,35.01,18.10971949,10.00
8530,25.16,29.8,35.01,13.98872588,10.00
