timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff,Export Tariff
4569,25.16,14.6,16.04,9.453614304,10.00
4570,25.16,14.6,16.04,17.36658878,10.00
4571,25.16,14.6,16.04,23.01039034,10.00
4572,25.16,14.6,16.04,24.38823143,10.00
4573,25.16,14.6,16.04,32.11918652,10.00
4574,25.16,29.8,35.01,30.86178661,10.00
4575,25.16,29.8,35.01,28.45032474,10.00
4576,25.16,29.8,35.01,23.75880482,10.00
4577,25.16,29.8,35.01,19.27670407,10.00
4578,25.16,29.8,35.01,31.40469033,10.00
4579,25.16,29.8,35.01,29.71985471,10.00
4580,25.16,29.8,35.01,24.20782146,10.00
4581,25.16,29.8,35.01,30.29483381,10.00
4582,25.16,29.8,35.01,18.00764505,10.00
4583,25.16,29.8,35.01,24.69921761,10.00
4584,25.16,29.8,35.01,22.84189316,10.00
4585,25.16,29.8,35.01,22.58983611,10.00
4586,25.16,29.8,35.01,22.57940292,10.00
4587,25.16,29.8,16.04,18.48582601,10.00
4588,25.16,29.8,16.04,11.60478204,10.00
4589,25.16,29.8,16.04,9.487000708,10.00
4590,25.16,29.8,16.04,24.25571324,10.00
4591,25.16,29.8,16.04,17.7413713,10.00
4592,25.16,29.8,16.04,23.67786131,10.00
4593,25.16,29.8,35.01,18.51707065,10.00
4594,25.16,29.8,35.01,14.30338143,10.00
4595,25.16,29.8,35.01,21.12948497,10.00
4596,25.16,29.8,35.01,25.17688996,10.00
4597,25.16,29.8,35.01,16.62875338,10.00
4598,25.16,29.8,35.01,15.88444343,10.00
4599,25.16,29.8,35.01,23.78188661,10.00
4600,25.16,29.8,35.01,19.10613428,10.00
4601,25.16,29.8,35.01,20.41905833,10.00
4602,25.16,29.8,35.01,14.91491772,10.00
4603,25.16,29.8,35.01,28.64095633,10.00
4604,25.16,29.8,35.01,14.16379402,10.00
4605,25.16,29.8,35.01,5.073855285,10.00
4606,25.16,29.8,35.01,14.72905762,10.00
4607,25.16,29.8,35.01,19.56272483,10.00
4608,25.16,14.6,16.04,11.62502326,10.00
4609,25.16,14.6,16.04,10.40824161,10.00
4610,25.16,14.6,16.04,15.52711747,10.00
4611,25.16,14.6,16.04,9.987159974,10.00
4612,25.16,14.6,16.04,21.8531288,10.00
4613,25.16,14.6,16.04,21.31589886,10.00
4614,25.16,14.6,16.04,20.66823846,10.00
4615,25.16,14.6,16.04,14.88191801,10.00
4616,25.16,14.6,16.04,10.41303379,10.00
4617,25.16,14.6,16.04,9.847483348,10.00
4618,25.16,14.6,16.04,18.09013868,10.00
4619,25.16,14.6,16.04,23.96907981,10.00
4620,25.16,14.6,16.04,25.62373515,10.00
4621,25.16,14.6,16.04,33.74633914,10.00
4622,25.16,29.8,35.01,32.42523955,10.00
4623,25.16,29.8,35.01,29.89161343,10.00
4624,25.16,29.8,35.01,24.9624219,10.00
4625,25.16,29.8,35.01,20.25325867,10.00
4626,25.16,29.8,35.01,32.99564669,10.00
4627,25.16,29.8,35.01,31.22545757,10.00
4628,25.16,29.8,35.01,25.43418564,10.00
4629,25.16,29.8,35.01,31.82956502,10.00
4630,25.16,29.8,35.01,18.91990933,10.00
4631,25.16,29.8,35.01,25.95047584,10.00
4632,25.16,29.8,35.01,23.99905964,10.00
4633,25.16,29.8,35.01,23.73423343,10.00
4634,25.16,29.8,35.01,23.72327169,10.00
4635,25.16,29.8,16.04,19.42231486,10.00
4636,25.16,29.8,16.04,12.19267836,10.00
4637,25.16,29.8,16.04,9.967610576,10.00
4638,25.16,29.8,16.04,25.48450361,10.00
4639,25.16,29.8,16.04,18.6401462,10.00
4640,25.16,29.8,16.04,24.8773778,10.00
4641,25.16,29.8,35.01,19.45514235,10.00
4642,25.16,29.8,35.01,15.02798834,10.00
4643,25.16,29.8,35.01,22.19990114,10.00
4644,25.16,29.8,35.01,26.45234699,10.00
4645,25.16,29.8,35.01,17.47116324,10.00
4646,25.16,29.8,35.01,16.68914668,10.00
4647,25.16,29.8,35.01,24.98667301,10.00
4648,25.16,29.8,35.01,20.07404785,10.00
4649,25.16,29.8,35.01,21.45348441,10.00
4650,25.16,29.8,35.01,15.67050496,10.00
4651,25.16,29.8,35.01,30.09190238,10.00
4652,25.16,29.8,35.01,14.75390483,10.00
4653,25.16,29.8,35.01,5.285248987,10.00
4654,25.16,29.8,35.01,15.3427192,10.00
4655,25.16,29.8,35.01,20.37777308,10.00
4656,25.16,14.6,16.04,11.43565888,10.00
4657,25.16,14.6,16.04,10.23869784,10.00
4658,25.16,14.6,16.04,15.27419041,10.00
4659,25.16,14.6,16.04,9.824475361,10.00
4660,25.16,14.6,16.04,21.49715495,10.00
4661,25.16,14.6,16.04,20.96867615,10.00
4662,25.16,14.6,16.04,20.33156574,10.00
4663,25.16,14.6,16.04,14.63950084,10.00
4664,25.16,14.6,16.04,10.24341196,10.00
4665,25.16,14.6,16.04,9.687073981,10.00
4666,25.16,14.6,16.04,17.7954616,10.00
4667,25.16,14.6,16.04,23.57863843,10.00
4668,25.16,14.6,16.04,25.12055682,10.00
4669,25.16,14.6,16.04,33.08365562,10.00
4670,25.16,29.8,35.01,31.78849873,10.00
4671,25.16,29.8,35.01,29.30462592,10.00
4672,25.16,29.8,35.01,24.4722299,10.00
4673,25.16,29.8,35.01,19.85554144,10.00
4674,25.16,29.8,35.01,32.34770467,10.00
4675,25.16,29.8,35.01,30.61227711,10.00
4676,25.16,29.8,35.01,24.93472952,10.00
4677,25.16,29.8,35.01,31.20452158,10.00
4678,25.16,29.8,35.01,18.54837534,10.00
4679,25.16,29.8,35.01,25.44088124,10.00
4680,25.16,29.8,35.01,23.52778538,10.00
4681,25.16,29.8,35.01,23.26815961,10.00
4682,25.16,29.8,35.01,23.25741313,10.00
4683,25.16,29.8,16.04,19.04091503,10.00
4684,25.16,29.8,16.04,11.95324833,10.00
4685,25.16,29.8,16.04,9.771874643,10.00
4686,25.16,29.8,16.04,24.98405939,10.00
4687,25.16,29.8,16.04,18.27410597,10.00
4688,25.16,29.8,16.04,24.38885583,10.00
4689,25.16,29.8,35.01,19.07309788,10.00
4690,25.16,29.8,35.01,14.73288077,10.00
4691,25.16,29.8,35.01,21.76395731,10.00
4692,25.16,29.8,35.01,25.93289704,10.00
4693,25.16,29.8,35.01,17.12807857,10.00
4694,25.16,29.8,35.01,16.36141861,10.00
4695,25.16,29.8,35.01,24.49600479,10.00
4696,25.16,29.8,35.01,19.67984981,10.00
4697,25.16,29.8,35.01,21.03219811,10.00
4698,25.16,29.8,35.01,15.36278016,10.00
4699,25.16,29.8,35.01,29.50098176,10.00
4700,25.16,29.8,35.01,14.51357291,10.00
4701,25.16,29.8,35.01,5.199155575,10.00
4702,25.16,29.8,35.01,15.09279586,10.00
4703,25.16,29.8,35.01,20.04583185,10.00
4704,25.16,14.6,16.04,11.48548225,10.00
4705,25.16,14.6,16.04,10.28330625,10.00
4706,25.16,14.6,16.04,15.34073767,10.00
4707,25.16,14.6,16.04,9.867279065,10.00
4708,25.16,14.6,16.04,21.59081469,10.00
4709,25.16,14.6,16.04,21.06003339,10.00
4710,25.16,14.6,16.04,20.42014719,10.00
4711,25.16,14.6,16.04,14.70328286,10.00
4712,25.16,14.6,16.04,10.2880409,10.00
4713,25.16,14.6,16.04,9.729279048,10.00
4714,25.16,14.6,16.04,17.87299364,10.00
4715,25.16,14.6,16.04,23.68136688,10.00
4716,25.16,14.6,16.04,25.25294731,10.00
4717,25.16,14.6,16.04,33.25801328,10.00
4718,25.16,29.8,35.01,31.95603065,10.00
4719,25.16,29.8,35.01,29.45906732,10.00
4720,25.16,29.8,35.01,24.60120358,10.00
4721,25.16,29.8,35.01,19.96018422,10.00
4722,25.16,29.8,35.01,32.51818372,10.00
4723,25.16,29.8,35.01,30.7736101,10.00
4724,25.16,29.8,35.01,25.06614067,10.00
4725,25.16,29.8,35.01,31.36897582,10.00
4726,25.16,29.8,35.01,18.64612909,10.00
4727,25.16,29.8,35.01,25.57495991,10.00
4728,25.16,29.8,35.01,23.65178164,10.00
4729,25.16,29.8,35.01,23.39078759,10.00
4730,25.16,29.8,35.01,23.37998448,10.00
4731,25.16,29.8,16.04,19.14126457,10.00
4732,25.16,29.8,16.04,12.0162444,10.00
4733,25.16,29.8,16.04,9.82337443,10.00
4734,25.16,29.8,16.04,25.11573052,10.00
4735,25.16,29.8,16.04,18.37041427,10.00
4736,25.16,29.8,16.04,24.51739011,10.00
4737,25.16,29.8,35.01,19.17361703,10.00
4738,25.16,29.8,35.01,14.81052608,10.00
4739,25.16,29.8,35.01,21.87865783,10.00
4740,25.16,29.8,35.01,26.06956873,10.00
4741,25.16,29.8,35.01,17.21834706,10.00
4742,25.16,29.8,35.01,16.44764665,10.00
4743,25.16,29.8,35.01,24.62510377,10.00
4744,25.16,29.8,35.01,19.78356666,10.00
4745,25.16,29.8,35.01,21.14304212,10.00
4746,25.16,29.8,35.01,15.44374517,10.00
4747,25.16,29.8,35.01,29.656458,10.00
4748,25.16,29.8,35.01,14.57680628,10.00
4749,25.16,29.8,35.01,5.221807483,10.00
4750,25.16,29.8,35.01,15.15855282,10.00
4751,25.16,29.8,35.01,20.13316841,10.00
4752,25.16,14.6,16.04,11.74282776,10.00
4753,25.16,14.6,16.04,10.51371561,10.00
4754,25.16,14.6,16.04,15.68446462,10.00
4755,25.16,14.6,16.04,10.08836686,10.00
4756,25.16,14.6,16.04,22.07458184,10.00
4757,25.16,14.6,16.04,21.53190778,10.00
4758,25.16,14.6,16.04,20.87768419,10.00
4759,25.16,14.6,16.04,15.0327269,10.00
4760,25.16,14.6,16.04,10.51855635,10.00
4761,25.16,14.6,16.04,9.947274789,10.00
4762,25.16,14.6,16.04,18.27345872,10.00
4763,25.16,14.6,16.04,24.21197527,10.00
4764,25.16,14.6,16.04,25.93676482,10.00
4765,25.16,14.6,16.04,34.15859774,10.00
4766,25.16,29.8,35.01,32.82135908,10.00
4767,25.16,29.8,35.01,30.25678118,10.00
4768,25.16,29.8,35.01,25.26737271,10.00
4769,25.16,29.8,35.01,20.50068047,10.00
4770,25.16,29.8,35.01,33.39873454,10.00
4771,25.16,29.8,35.01,31.60692009,10.00
4772,25.16,29.8,35.01,25.7448997,10.00
4773,25.16,29.8,35.01,32.21840756,10.00
4774,25.16,29.8,35.01,19.15104241,10.00
4775,25.16,29.8,35.01,26.26749711,10.00
4776,25.16,29.8,35.01,24.29224163,10.00
4777,25.16,29.8,35.01,24.0241802,10.00
4778,25.16,29.8,35.01,24.01308455,10.00
4779,25.16,29.8,16.04,19.65958553,10.00
4780,25.16,29.8,16.04,12.34162893,10.00
4781,25.16,29.8,16.04,10.08937884,10.00
4782,25.16,29.8,16.04,25.79583237,10.00
4783,25.16,29.8,16.04,18.86786159,10.00
4784,25.16,29.8,16.04,25.18128967,10.00
4785,25.16,29.8,35.01,19.69281405,10.00
4786,25.16,29.8,35.01,15.21157618,10.00
4787,25.16,29.8,35.01,22.4711039,10.00
4788,25.16,29.8,35.01,26.77549931,10.00
4789,25.16,29.8,35.01,17.68459787,10.00
4790,25.16,29.8,35.01,16.89302788,10.00
4791,25.16,29.8,35.01,25.29192008,10.00
4792,25.16,29.8,35.01,20.31928034,10.00
4793,25.16,29.8,35.01,21.71556865,10.00
4794,25.16,29.8,35.01,15.86194203,10.00
4795,25.16,29.8,35.01,30.45951694,10.00
4796,25.16,29.8,35.01,14.90341647,10.00
4797,25.16,29.8,35.01,5.338808114,10.00
4798,25.16,29.8,35.01,15.49819771,10.00
4799,25.16,29.8,35.01,20.58427531,10.00
4800,25.16,14.6,16.04,11.62793545,10.00
4801,25.16,14.6,16.04,10.41084898,10.00
4802,25.16,14.6,16.04,15.53100717,10.00
4803,25.16,14.6,16.04,9.989661859,10.00
4804,25.16,14.6,16.04,21.85860323,10.00
4805,25.16,14.6,16.04,21.32123871,10.00
4806,25.16,14.6,16.04,20.67341606,10.00
4807,25.16,14.6,16.04,14.88564608,10.00
4808,25.16,14.6,16.04,10.41564236,10.00
4809,25.16,14.6,16.04,9.849950243,10.00
4810,25.16,14.6,16.04,18.09467045,10.00
4811,25.16,14.6,16.04,23.9750843,10.00
4812,25.16,14.6,16.04,25.63147341,10.00
4813,25.16,14.6,16.04,33.75653038,10.00
4814,25.16,29.8,35.01,32.43503182,10.00
4815,25.16,29.8,35.01,29.90064056,10.00
4816,25.16,29.8,35.01,24.96996044,10.00
4817,25.16,29.8,35.01,20.25937506,10.00
4818,25.16,29.8,35.01,33.00561122,10.00
4819,25.16,29.8,35.01,31.23488752,10.00
4820,25.16,29.8,35.01,25.44186665,10.00
4821,25.16,29.8,35.01,31.8391774,10.00
4822,25.16,29.8,35.01,18.92562306,10.00
4823,25.16,29.8,35.01,25.95831277,10.00
4824,25.16,29.8,35.01,24.00630725,10.00
4825,25.16,29.8,35.01,23.74140106,10.00
4826,25.16,29.8,35.01,23.73043601,10.00
4827,25.16,29.8,16.04,19.42818031,10.00
4828,25.16,29.8,16.04,12.19636049,10.00
4829,25.16,29.8,16.04,9.970620749,10.00
4830,25.16,29.8,16.04,25.49219982,10.00
4831,25.16,29.8,16.04,18.64577544,10.00
4832,25.16,29.8,16.04,24.88489065,10.00
4833,25.16,29.8,35.01,19.46101771,10.00
4834,25.16,29.8,35.01,15.03252672,10.00
4835,25.16,29.8,35.01,22.20660541,10.00
4836,25.16,29.8,35.01,26.46033548,10.00
4837,25.16,29.8,35.01,17.47643946,10.00
4838,25.16,29.8,35.01,16.69418672,10.00
4839,25.16,29.8,35.01,24.99421887,10.00
4840,25.16,29.8,35.01,20.08011012,10.00
4841,25.16,29.8,35.01,21.45996327,10.00
4842,25.16,29.8,35.01,15.67523738,10.00
4843,25.16,29.8,35.01,30.10099,10.00
4844,25.16,29.8,35.01,14.75760083,10.00
4845,25.16,29.8,35.01,5.286572996,10.00
4846,25.16,29.8,35.01,15.34656271,10.00
4847,25.16,29.8,35.01,20.38287792,10.00
4848,25.16,14.6,16.04,11.24126454,10.00
4849,25.16,14.6,16.04,10.0646506,10.00
4850,25.16,14.6,16.04,15.01454502,10.00
4851,25.16,14.6,16.04,9.657469474,10.00
4852,25.16,14.6,16.04,21.13172562,10.00
4853,25.16,14.6,16.04,20.61223041,10.00
4854,25.16,14.6,16.04,19.98595021,10.00
4855,25.16,14.6,16.04,14.39064451,10.00
4856,25.16,14.6,16.04,10.06928458,10.00
4857,25.16,14.6,16.04,9.522403774,10.00
4858,25.16,14.6,16.04,17.49295722,10.00
4859,25.16,14.6,16.04,23.17782604,10.00
4860,25.16,14.6,16.04,24.60401292,10.00
4861,25.16,14.6,16.04,32.40336972,10.00
4862,25.16,29.8,35.01,31.13484462,10.00
4863,25.16,29.8,35.01,28.70204669,10.00
4864,25.16,29.8,35.01,23.96901729,10.00
4865,25.16,29.8,35.01,19.44725993,10.00
4866,25.16,29.8,35.01,31.68255184,10.00
4867,25.16,29.8,35.01,29.98280917,10.00
4868,25.16,29.8,35.01,24.42200671,10.00
4869,25.16,29.8,35.01,30.56287556,10.00
4870,25.16,29.8,35.01,18.16697256,10.00
4871,25.16,29.8,35.01,24.91775063,10.00
4872,25.16,29.8,35.01,23.04399299,10.00
4873,25.16,29.8,35.01,22.78970581,10.00
4874,25.16,29.8,35.01,22.7791803,10.00
4875,25.16,29.8,16.04,18.64938436,10.00
4876,25.16,29.8,16.04,11.70745849,10.00
4877,25.16,29.8,16.04,9.570939516,10.00
4878,25.16,29.8,16.04,24.47032223,10.00
4879,25.16,29.8,16.04,17.89834289,10.00
4880,25.16,29.8,16.04,23.8873576,10.00
4881,25.16,29.8,35.01,18.68090544,10.00
4882,25.16,29.8,35.01,14.42993447,10.00
4883,25.16,29.8,35.01,21.31643381,10.00
4884,25.16,29.8,35.01,25.39964931,10.00
4885,25.16,29.8,35.01,16.77588078,10.00
4886,25.16,29.8,35.01,16.02498534,10.00
4887,25.16,29.8,35.01,23.9923033,10.00
4888,25.16,29.8,35.01,19.27518098,10.00
4889,25.16,29.8,35.01,20.59972148,10.00
4890,25.16,29.8,35.01,15.0468815,10.00
4891,25.16,29.8,35.01,28.89436495,10.00
4892,25.16,29.8,35.01,14.26685723,10.00
4893,25.16,29.8,35.01,5.110775324,10.00
4894,25.16,29.8,35.01,14.83623399,10.00
4895,25.16,29.8,35.01,19.70507351,10.00
4896,25.16,14.6,16.04,11.47407238,10.00
4897,25.16,14.6,16.04,10.27309064,10.00
4898,25.16,14.6,16.04,15.32549792,10.00
4899,25.16,14.6,16.04,9.857476742,10.00
4900,25.16,14.6,16.04,21.56936601,10.00
4901,25.16,14.6,16.04,21.039112,10.00
4902,25.16,14.6,16.04,20.39986147,10.00
4903,25.16,14.6,16.04,14.68867636,10.00
4904,25.16,14.6,16.04,10.27782059,10.00
4905,25.16,14.6,16.04,9.719613817,10.00
4906,25.16,14.6,16.04,17.85523831,10.00
4907,25.16,14.6,16.04,23.6578414,10.00
4908,25.16,14.6,16.04,25.22262904,10.00
4909,25.16,14.6,16.04,33.21808426,10.00
4910,25.16,29.8,35.01,31.91766477,10.00
4911,25.16,29.8,35.01,29.42369925,10.00
4912,25.16,29.8,35.01,24.57166778,10.00
4913,25.16,29.8,35.01,19.93622035,10.00
4914,25.16,29.8,35.01,32.47914292,10.00
4915,25.16,29.8,35.01,30.73666381,10.00
4916,25.16,29.8,35.01,25.03604667,10.00
4917,25.16,29.8,35.01,31.33131474,10.00
4918,25.16,29.8,35.01,18.62374285,10.00
4919,25.16,29.8,35.01,25.54425503,10.00
4920,25.16,29.8,35.01,23.6233857,10.00
4921,25.16,29.8,35.01,23.362705,10.00
4922,25.16,29.8,35.01,23.35191485,10.00
4923,25.16,29.8,16.04,19.11828388,10.00
4924,25.16,29.8,16.04,12.0018179,10.00
4925,25.16,29.8,16.04,9.811580648,10.00
4926,25.16,29.8,16.04,25.08557698,10.00
4927,25.16,29.8,16.04,18.34835905,10.00
4928,25.16,29.8,16.04,24.48795493,10.00
4929,25.16,29.8,35.01,19.1505975,10.00
4930,25.16,29.8,35.01,14.7927448,10.00
4931,25.16,29.8,35.01,21.85239068,10.00
4932,25.16,29.8,35.01,26.03827004,10.00
4933,25.16,29.8,35.01,17.197675,10.00
4934,25.16,29.8,35.01,16.42789988,10.00
4935,25.16,29.8,35.01,24.59553927,10.00
4936,25.16,29.8,35.01,19.75981484,10.00
4937,25.16,29.8,35.01,21.11765813,10.00
4938,25.16,29.8,35.01,15.42520366,10.00
4939,25.16,29.8,35.01,29.62085294,10.00
4940,25.16,29.8,35.01,14.56232543,10.00
4941,25.16,29.8,35.01,5.21662005,10.00
4942,25.16,29.8,35.01,15.14349405,10.00
4943,25.16,29.8,35.01,20.11316778,10.00
4944,25.16,14.6,16.04,11.76082738,10.00
4945,25.16,14.6,16.04,10.52983123,10.00
4946,25.16,14.6,16.04,15.70850606,10.00
4947,25.16,14.6,16.04,10.10383049,10.00
4948,25.16,14.6,16.04,22.10841818,10.00
4949,25.16,14.6,16.04,21.56491229,10.00
4950,25.16,14.6,16.04,20.90968589,10.00
4951,25.16,14.6,16.04,15.05576935,10.00
4952,25.16,14.6,16.04,10.53467939,10.00
4953,25.16,14.6,16.04,9.962522158,10.00
4954,25.16,14.6,16.04,18.30146862,10.00
4955,25.16,14.6,16.04,24.24908784,10.00
4956,25.16,14.6,16.04,25.98459336,10.00
4957,25.16,14.6,16.04,34.22158771,10.00
4958,25.16,29.8,35.01,32.88188312,10.00
4959,25.16,29.8,35.01,30.31257602,10.00
4960,25.16,29.8,35.01,25.31396686,10.00
4961,25.16,29.8,35.01,20.53848464,10.00
4962,25.16,29.8,35.01,33.46032328,10.00
4963,25.16,29.8,35.01,31.66520465,10.00
4964,25.16,29.8,35.01,25.79237443,10.00
4965,25.16,29.8,35.01,32.27781973,10.00
4966,25.16,29.8,35.01,19.18635778,10.00
4967,25.16,29.8,35.01,26.31593553,10.00
4968,25.16,29.8,35.01,24.3370376,10.00
4969,25.16,29.8,35.01,24.06848185,10.00
4970,25.16,29.8,35.01,24.05736574,10.00
4971,25.16,29.8,16.04,19.69583867,10.00
4972,25.16,29.8,16.04,12.36438744,10.00
4973,25.16,29.8,16.04,10.1079841,10.00
4974,25.16,29.8,16.04,25.84340103,10.00
4975,25.16,29.8,16.04,18.90265476,10.00
4976,25.16,29.8,16.04,25.22772508,10.00
4977,25.16,29.8,35.01,19.72912847,10.00
4978,25.16,29.8,35.01,15.239627,10.00
4979,25.16,29.8,35.01,22.51254161,10.00
4980,25.16,29.8,35.01,26.82487451,10.00
4981,25.16,29.8,35.01,17.71720905,10.00
4982,25.16,29.8,35.01,16.92417937,10.00
4983,25.16,29.8,35.01,25.33855949,10.00
4984,25.16,29.8,35.01,20.35674999,10.00
4985,25.16,29.8,35.01,21.75561312,10.00
4986,25.16,29.8,35.01,15.89119216,10.00
4987,25.16,29.8,35.01,30.51568564,10.00
4988,25.16,29.8,35.01,14.92626071,10.00
4989,25.16,29.8,35.01,5.346991539,10.00
4990,25.16,29.8,35.01,15.52195364,10.00
4991,25.16,29.8,35.01,20.61582728,10.00
4992,25.16,14.6,16.04,11.46716215,10.00
4993,25.16,14.6,16.04,10.26690369,10.00
4994,25.16,14.6,16.04,15.31626817,10.00
4995,25.16,14.6,16.04,9.851540099,10.00
4996,25.16,14.6,16.04,21.5563759,10.00
4997,25.16,14.6,16.04,21.02644124,10.00
4998,25.16,14.6,16.04,20.3875757,10.00
4999,25.16,14.6,16.04,14.67983014,10.00
5000,25.16,14.6,16.04,10.27163079,10.00
5001,25.16,14.6,16.04,9.713760201,10.00
5002,25.16,14.6,16.04,17.84448503,10.00
5003,25.16,14.6,16.04,23.64359352,10.00
5004,25.16,14.6,16.04,25.20426719,10.00
5005,25.16,14.6,16.04,33.19390179,10.00
5006,25.16,29.8,35.01,31.89442899,10.00
5007,25.16,29.8,35.01,29.40227906,10.00
5008,25.16,29.8,35.01,24.55377983,10.00
5009,25.16,29.8,35.01,19.92170696,10.00
5010,25.16,29.8,35.01,32.4554984,10.00
5011,25.16,29.8,35.01,30.71428779,10.00
5012,25.16,29.8,35.01,25.01782066,10.00
5013,25.16,29.8,35.01,31.30850582,10.00
5014,25.16,29.8,35.01,18.61018494,10.00
5015,25.16,29.8,35.01,25.52565904,10.00
5016,25.16,29.8,35.01,23.60618809,10.00
5017,25.16,29.8,35.01,23.34569716,10.00
5018,25.16,29.8,35.01,23.33491487,10.00
5019,25.16,29.8,16.04,19.10436594,10.00
5020,25.16,29.8,16.04,11.99308068,10.00
5021,25.16,29.8,16.04,9.804437905,10.00
5022,25.16,29.8,16.04,25.06731491,10.00
5023,25.16,29.8,16.04,18.33500161,10.00
5024,25.16,29.8,16.04,24.47012792,10.00
5025,25.16,29.8,35.01,19.13665603,10.00
5026,25.16,29.8,35.01,14.78197582,10.00
5027,25.16,29.8,35.01,21.83648233,10.00
5028,25.16,29.8,35.01,26.01931441,10.00
5029,25.16,29.8,35.01,17.18515524,10.00
5030,25.16,29.8,35.01,16.41594051,10.00
5031,25.16,29.8,35.01,24.57763394,10.00
5032,25.16,29.8,35.01,19.74542987,10.00
5033,25.16,29.8,35.01,21.10228466,10.00
5034,25.16,29.8,35.01,15.41397425,10.00
5035,25.16,29.8,35.01,29.59928923,10.00
5036,25.16,29.8,35.01,14.55355531,10.00
5037,25.16,29.8,35.01,5.213478353,10.00
5038,25.16,29.8,35.01,15.13437392,10.00
5039,25.16,29.8,35.01,20.10105467,10.00
5040,25.16,14.6,16.04,11.38200048,10.00
5041,25.16,14.6,16.04,10.19065583,10.00
5042,25.16,14.6,16.04,15.20252086,10.00
5043,25.16,14.6,16.04,9.778376963,10.00
5044,25.16,14.6,16.04,21.39628601,10.00
5045,25.16,14.6,16.04,20.87028694,10.00
5046,25.16,14.6,16.04,20.23616597,10.00
5047,25.16,14.6,16.04,14.57080938,10.00
5048,25.16,14.6,16.04,10.19534782,10.00
5049,25.16,14.6,16.04,9.641620297,10.00
5050,25.16,14.6,16.04,17.71196174,10.00
5051,25.16,14.6,16.04,23.46800276,10.00
5052,25.16,14.6,16.04,24.97797594,10.00
5053,25.16,14.6,16.04,32.89587727,10.00
5054,25.16,29.8,35.01,31.60807151,10.00
5055,25.16,29.8,35.01,29.13829683,10.00
5056,25.16,29.8,35.01,24.33332884,10.00
5057,25.16,29.8,35.01,19.74284407,10.00
5058,25.16,29.8,35.01,32.16410348,10.00
5059,25.16,29.8,35.01,30.43852597,10.00
5060,25.16,29.8,35.01,24.79320337,10.00
5061,25.16,29.8,35.01,31.02740894,10.00
5062,25.16,29.8,35.01,18.44309727,10.00
5063,25.16,29.8,35.01,25.29648224,10.00
5064,25.16,29.8,35.01,23.39424485,10.00
5065,25.16,29.8,35.01,23.13609269,10.00
5066,25.16,29.8,35.01,23.1254072,10.00
5067,25.16,29.8,16.04,18.93284138,10.00
5068,25.16,29.8,16.04,11.88540331,10.00
5069,25.16,29.8,16.04,9.716410805,10.00
5070,25.16,29.8,16.04,24.84225325,10.00
5071,25.16,29.8,16.04,18.17038462,10.00
5072,25.16,29.8,16.04,24.25042798,10.00
5073,25.16,29.8,35.01,18.96484156,10.00
5074,25.16,29.8,35.01,14.64925893,10.00
5075,25.16,29.8,35.01,21.64042803,10.00
5076,25.16,29.8,35.01,25.78570542,10.00
5077,25.16,29.8,35.01,17.03086191,10.00
5078,25.16,29.8,35.01,16.26855341,10.00
5079,25.16,29.8,35.01,24.35696878,10.00
5080,25.16,29.8,35.01,19.56814965,10.00
5081,25.16,29.8,35.01,20.9128222,10.00
5082,25.16,29.8,35.01,15.2755831,10.00
5083,25.16,29.8,35.01,29.33353818,10.00
5084,25.16,29.8,35.01,14.44547233,10.00
5085,25.16,29.8,35.01,5.174760099,10.00
5086,25.16,29.8,35.01,15.02197745,10.00
5087,25.16,29.8,35.01,19.95177281,10.00
5088,25.16,14.6,16.04,11.74254246,10.00
5089,25.16,14.6,16.04,10.51346018,10.00
5090,25.16,14.6,16.04,15.68408357,10.00
5091,25.16,14.6,16.04,10.08812176,10.00
5092,25.16,14.6,16.04,22.07404554,10.00
5093,25.16,14.6,16.04,21.53138466,10.00
5094,25.16,14.6,16.04,20.87717696,10.00
5095,25.16,14.6,16.04,15.03236168,10.00
5096,25.16,14.6,16.04,10.5183008,10.00
5097,25.16,14.6,16.04,9.947033119,10.00
5098,25.16,14.6,16.04,18.27301476,10.00
5099,25.16,14.6,16.04,24.21138704,10.00
5100,25.16,14.6,16.04,25.93600674,10.00
5101,25.16,14.6,16.04,34.15759935,10.00
5102,25.16,29.8,35.01,32.82039978,10.00
5103,25.16,29.8,35.01,30.25589684,10.00
5104,25.16,29.8,35.01,25.26663419,10.00
5105,25.16,29.8,35.01,20.50008128,10.00
5106,25.16,29.8,35.01,33.39775836,10.00
5107,25.16,29.8,35.01,31.60599629,10.00
5108,25.16,29.8,35.01,25.74414722,10.00
5109,25.16,29.8,35.01,32.21746588,10.00
5110,25.16,29.8,35.01,19.15048267,10.00
5111,25.16,29.8,35.01,26.26672936,10.00
5112,25.16,29.8,35.01,24.29153162,10.00
5113,25.16,29.8,35.01,24.02347802,10.00
5114,25.16,29.8,35.01,24.0123827,10.00
5115,25.16,29.8,16.04,19.65901092,10.00
5116,25.16,29.8,16.04,12.34126821,10.00
5117,25.16,29.8,16.04,10.08908395,10.00
5118,25.16,29.8,16.04,25.79507841,10.00
5119,25.16,29.8,16.04,18.86731012,10.00
5120,25.16,29.8,16.04,25.18055367,10.00
5121,25.16,29.8,35.01,19.69223847,10.00
5122,25.16,29.8,35.01,15.21113158,10.00
5123,25.16,29.8,35.01,22.47044711,10.00
5124,25.16,29.8,35.01,26.77471671,10.00
5125,25.16,29.8,35.01,17.68408099,10.00
